Genus,Class,Order,Family
Sneathia,Fusobacteriia,Fusobacteriales,Leptotrichiaceae
Sneathiella,Alphaproteobacteria,Sneathiellales,Sneathiellaceae
Snodgrassella,Betaproteobacteria,Neisseriales,Neisseriaceae
Sodaliphilus,Bacteroidia,Bacteroidales,Muribaculaceae
Sodalis,Gammaproteobacteria,Enterobacterales,Bruguierivoracaceae
Solibacillus,Bacilli,Bacillales,Caryophanaceae
Solibaculum,Clostridia,Eubacteriales,Oscillospiraceae
Solidesulfovibrio,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae
Solilutibacter,Gammaproteobacteria,Lysobacterales,Lysobacteraceae
Solimonas,Gammaproteobacteria,Nevskiales,Nevskiaceae
Solitalea,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae
Solobacterium,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae
Sorangium,Unknown,Polyangiales,Polyangiaceae
Spartinivicinus,Gammaproteobacteria,Oceanospirillales,Zooshikellaceae
Sphaerisporangium,Actinomycetes,Streptosporangiales,Streptosporangiaceae
Sphaerobacter,Thermomicrobia,Sphaerobacterales,Sphaerobacteraceae
Sphaerochaeta,Spirochaetia,Spirochaetales,Sphaerochaetaceae
Sphaerotilus,Betaproteobacteria,Burkholderiales,Sphaerotilaceae
Sphingobacterium,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae
Sphingobium,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae
Sphingomonas,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae
Sphingopyxis,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae
Sphingorhabdus,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae
Sphingosinicella,Alphaproteobacteria,Sphingomonadales,Sphingosinicellaceae
Sphingosinithalassobacter,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae
Spiractinospora,Actinomycetes,Streptosporangiales,Nocardiopsidaceae
Spiribacter,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae
Spirillospora,Actinomycetes,Streptosporangiales,Thermomonosporaceae
Spirobacillus,Oligoflexia,Silvanigrellales,Unknown
Spirochaeta,Spirochaetia,Spirochaetales,Spirochaetaceae
Spiroplasma,Mollicutes,Entomoplasmatales,Spiroplasmataceae
Spirosoma,Cytophagia,Cytophagales,Cytophagaceae
Spongiibacter,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae
Sporolactobacillus,Bacilli,Bacillales,Sporolactobacillaceae
Sporomusa,Negativicutes,Selenomonadales,Sporomusaceae
Sporosarcina,Bacilli,Bacillales,Caryophanaceae
Stackebrandtia,Actinomycetes,Glycomycetales,Glycomycetaceae
Stanieria,Cyanophyceae,Pleurocapsales,Dermocarpellaceae
Staphylococcus,Bacilli,Bacillales,Staphylococcaceae
Staphylospora,Bacilli,Bacillales,Thermoactinomycetaceae
Staphylothermus,Thermoprotei,Desulfurococcales,Desulfurococcaceae
Stappia,Alphaproteobacteria,Hyphomicrobiales,Stappiaceae
Starkeya,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae
Stella,Alphaproteobacteria,Rhodospirillales,Stellaceae
Stenotrophomonas,Gammaproteobacteria,Lysobacterales,Lysobacteraceae
Steroidobacter,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae
Stieleria,Planctomycetia,Pirellulales,Pirellulaceae
Stigmatella,Myxococcia,Myxococcales,Archangiaceae
Stomatobaculum,Clostridia,Lachnospirales,Lachnospiraceae
Streptacidiphilus,Actinomycetes,Kitasatosporales,Streptomycetaceae
Streptantibioticus,Actinomycetes,Kitasatosporales,Streptomycetaceae
Streptobacillus,Fusobacteriia,Fusobacteriales,Leptotrichiaceae
Streptococcus,Bacilli,Lactobacillales,Streptococcaceae
Streptomonospora,Actinomycetes,Streptosporangiales,Nocardiopsidaceae
Streptomyces,Actinomycetes,Kitasatosporales,Streptomycetaceae
Streptosporangium,Actinomycetes,Streptosporangiales,Streptosporangiaceae
Stutzerimonas,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
Stygiolobus,Thermoprotei,Sulfolobales,Sulfolobaceae
Subdoligranulum,Clostridia,Eubacteriales,Oscillospiraceae
Subtercola,Actinomycetes,Micrococcales,Microbacteriaceae
Succinivibrio,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae
Suicoccus,Bacilli,Lactobacillales,Aerococcaceae
Sulfidibacter,Holophagae,Acanthopleuribacterales,Acanthopleuribacteraceae
Sulfitobacter,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae
Sulfodiicoccus,Thermoprotei,Sulfolobales,Sulfolobaceae
Sulfolobus,Thermoprotei,Sulfolobales,Sulfolobaceae
Sulfuracidifex,Thermoprotei,Sulfolobales,Sulfolobaceae
Sulfuricaulis,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae
Sulfuricella,Betaproteobacteria,Nitrosomonadales,Sulfuricellaceae
Sulfuricurvum,Epsilonproteobacteria,Campylobacterales,Sulfurimonadaceae
Sulfuricystis,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae
Sulfuriferula,Betaproteobacteria,Nitrosomonadales,Sulfuricellaceae
Sulfuriflexus,Gammaproteobacteria,Chromatiales,Granulosicoccaceae
Sulfurifustis,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae
Sulfurihydrogenibium,Aquificia,Aquificales,Hydrogenothermaceae
Sulfurimicrobium,Betaproteobacteria,Nitrosomonadales,Sulfuricellaceae
Sulfurimonas,Epsilonproteobacteria,Campylobacterales,Sulfurimonadaceae
Sulfuriroseicoccus,Verrucomicrobiia,Verrucomicrobiales,Verrucomicrobiaceae
Sulfurisphaera,Thermoprotei,Sulfolobales,Sulfolobaceae
Sulfuritalea,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae
Sulfuritortus,Betaproteobacteria,Nitrosomonadales,Thiobacillaceae
Sulfurivermis,Gammaproteobacteria,Thiohalomonadales,Thiohalomonadaceae
Sulfurospirillum,Epsilonproteobacteria,Campylobacterales,Sulfurospirillaceae
Sulfurovum,Epsilonproteobacteria,Campylobacterales,Sulfurovaceae
Superficieibacter,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
Sutcliffiella,Bacilli,Bacillales,Bacillaceae
Sutterella,Betaproteobacteria,Burkholderiales,Sutterellaceae
Suttonella,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae
Swingsia,Alphaproteobacteria,Acetobacterales,Acetobacteraceae
Symbiobacterium,Clostridia,Eubacteriales,Symbiobacteriaceae
Symbiopectobacterium,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
Symmachiella,Planctomycetia,Planctomycetales,Planctomycetaceae
Synechococcus,Cyanophyceae,Synechococcales,Synechococcaceae
Synechocystis,Cyanophyceae,Synechococcales,Merismopediaceae
Synoicihabitans,Opitutia,Opitutales,Opitutaceae
Syntrophobacter,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae
Syntrophobotulus,Clostridia,Eubacteriales,Desulfitobacteriaceae
Syntrophomonas,Clostridia,Eubacteriales,Syntrophomonadaceae
Syntrophotalea,Desulfuromonadia,Desulfuromonadales,Syntrophotaleaceae
Syntrophothermus,Clostridia,Eubacteriales,Syntrophomonadaceae
Syntrophus,Syntrophia,Syntrophales,Syntrophaceae
Tabrizicola,Alphaproteobacteria,Rhodobacterales,Paracoccaceae
Tahibacter,Gammaproteobacteria,Lysobacterales,Rhodanobacteraceae
Tamlana,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
Tannerella,Bacteroidia,Bacteroidales,Tannerellaceae
Tannockella,Erysipelotrichia,Erysipelotrichales,Coprobacillaceae
Tardibacter,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae
Tardiphaga,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae
Tateyamaria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae
Tatumella,Gammaproteobacteria,Enterobacterales,Erwiniaceae
Taurinivorans,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae
Taylorella,Betaproteobacteria,Burkholderiales,Alcaligenaceae
Telluria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae
Tellurirhabdus,Cytophagia,Cytophagales,Spirosomataceae
Telmatobacter,Terriglobia,Terriglobales,Acidobacteriaceae
Telmatocola,Planctomycetia,Gemmatales,Gemmataceae
Temperatibacter,Alphaproteobacteria,Kordiimonadales,Temperatibacteraceae
Tenacibaculum,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
Tenuifilum,Bacteroidia,Bacteroidales,Tenuifilaceae
Tepidanaerobacter,Clostridia,Thermosediminibacterales,Tepidanaerobacteraceae
Tepidibacillus,Bacilli,Bacillales,Bacillaceae
Tepidibacter,Clostridia,Peptostreptococcales,Peptostreptococcaceae
Tepidiforma,Tepidiformia,Tepidiformales,Tepidiformaceae
Tepidimonas,Betaproteobacteria,Burkholderiales,Unknown
Tepiditoga,Thermotogae,Petrotogales,Petrotogaceae
Terasakiella,Alphaproteobacteria,Rhodospirillales,Terasakiellaceae
Teredinibacter,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae
Termitidicoccus,Opitutia,Opitutales,Opitutaceae
Terrabacter,Actinomycetes,Micrococcales,Intrasporangiaceae
Terribacillus,Bacilli,Bacillales,Bacillaceae
Terribium,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae
Terricaulis,Alphaproteobacteria,Caulobacterales,Caulobacteraceae
Terriglobus,Terriglobia,Terriglobales,Acidobacteriaceae
Terrihabitans,Alphaproteobacteria,Hyphomicrobiales,Unknown
Terrirubrum,Alphaproteobacteria,Hyphomicrobiales,Terrirubraceae
Terrisporobacter,Clostridia,Peptostreptococcales,Peptostreptococcaceae
Tessaracoccus,Actinomycetes,Propionibacteriales,Propionibacteriaceae
Tetragenococcus,Bacilli,Lactobacillales,Enterococcaceae
Thalassobaculum,Alphaproteobacteria,Rhodospirillales,Thalassobaculaceae
Thalassobellus,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
Thalassococcus,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae
Thalassolituus,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae
Thalassomonas,Gammaproteobacteria,Alteromonadales,Colwelliaceae
Thalassospira,Alphaproteobacteria,Rhodospirillales,Thalassospiraceae
Thalassotalea,Gammaproteobacteria,Alteromonadales,Colwelliaceae
Thalassovita,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae
Thauera,Betaproteobacteria,Rhodocyclales,Zoogloeaceae
Thaumasiovibrio,Gammaproteobacteria,Vibrionales,Vibrionaceae
Thermacetogenium,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae
Thermaerobacillus,Bacilli,Bacillales,Anoxybacillaceae
Thermaerobacter,Clostridia,Eubacteriales,Clostridiales Family XVII. Incertae Sedis
Thermanaerosceptrum,Clostridia,Eubacteriales,Peptococcaceae
Thermanaerovibrio,Synergistia,Synergistales,Synergistaceae
Thermatribacter,Atribacteria,Atribacterales,Thermatribacteraceae
Thermincola,Clostridia,Eubacteriales,Thermincolaceae
Thermithiobacillus,Acidithiobacillia,Acidithiobacillales,Thermithiobacillaceae
Thermoactinomyces,Bacilli,Bacillales,Thermoactinomycetaceae
Thermoanaerobacter,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae
Thermoanaerobacterium,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae
Thermobacillus,Bacilli,Bacillales,Paenibacillaceae
Thermobaculum,Chloroflexia,Candidatus Thermobaculales,Candidatus Thermobaculaceae
Thermobifida,Actinomycetes,Streptosporangiales,Nocardiopsidaceae
Thermobispora,Actinomycetes,Streptosporangiales,Streptosporangiaceae
Thermocaproicibacter,Clostridia,Eubacteriales,Oscillospiraceae
Thermochromatium,Gammaproteobacteria,Chromatiales,Chromatiaceae
Thermoclostridium,Clostridia,Eubacteriales,Oscillospiraceae
Thermococcus,Thermococci,Thermococcales,Thermococcaceae
Thermocoleostomius,Cyanophyceae,Oculatellales,Oculatellaceae
Thermocrinis,Aquificia,Aquificales,Aquificaceae
Thermodesulfatator,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfatatoraceae
Thermodesulfobacterium,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae
Thermodesulfobium,Thermodesulfobiia,Thermodesulfobiales,Thermodesulfobiaceae
Thermodesulfomicrobium,Desulfovibrionia,Desulfovibrionales,Desulfomicrobiaceae
Thermodesulfovibrio,Thermodesulfovibrionia,Thermodesulfovibrionales,Thermodesulfovibrionaceae
Thermofilum,Thermoprotei,Thermofilales,Thermofilaceae
Thermogladius,Thermoprotei,Desulfurococcales,Desulfurococcaceae
Thermogutta,Planctomycetia,Pirellulales,Thermoguttaceae
Thermoleophilum,Thermoleophilia,Thermoleophilales,Thermoleophilaceae
Thermoleptolyngbya,Cyanophyceae,Oculatellales,Oculatellaceae
Thermomicrobium,Thermomicrobia,Thermomicrobiales,Thermomicrobiaceae
Thermomonas,Gammaproteobacteria,Lysobacterales,Lysobacteraceae
Thermomonospora,Actinomycetes,Streptosporangiales,Thermomonosporaceae
Thermophilibacter,Coriobacteriia,Coriobacteriales,Atopobiaceae
Thermoplasma,Thermoplasmata,Thermoplasmatales,Thermoplasmataceae
Thermoproteus,Thermoprotei,Thermoproteales,Thermoproteaceae
Thermosediminibacter,Clostridia,Thermosediminibacterales,Thermosediminibacteraceae
Thermosipho,Thermotogae,Thermotogales,Fervidobacteriaceae
Thermosphaera,Thermoprotei,Desulfurococcales,Desulfurococcaceae
Thermospira,Spirochaetia,Brevinematales,Thermospiraceae
Thermosulfidibacter,Thermosulfidibacteria,Thermosulfidibacterales,Thermosulfidibacteraceae
Thermosulfurimonas,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae
Thermosulfuriphilus,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae
Thermosynechococcus,Cyanophyceae,Acaryochloridales,Thermosynechococcaceae
Thermotoga,Thermotogae,Thermotogales,Thermotogaceae
Thermotomaculum,Holophagae,Thermotomaculales,Thermotomaculaceae
Thermovibrio,Aquificia,Desulfurobacteriales,Desulfurobacteriaceae
Thermus,Deinococci,Thermales,Thermaceae
Thioalkalivibrio,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae
Thiobacillus,Betaproteobacteria,Nitrosomonadales,Thiobacillaceae
Thiocapsa,Gammaproteobacteria,Chromatiales,Chromatiaceae
Thioclava,Alphaproteobacteria,Rhodobacterales,Paracoccaceae
Thiocystis,Gammaproteobacteria,Chromatiales,Chromatiaceae
Thiodictyon,Gammaproteobacteria,Chromatiales,Chromatiaceae
Thioflavicoccus,Gammaproteobacteria,Chromatiales,Chromatiaceae
Thiohalobacter,Gammaproteobacteria,Thiohalobacterales,Thiohalobacteraceae
Thiolapillus,Gammaproteobacteria,Chromatiales,Sedimenticolaceae
Thiomicrorhabdus,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae
Thiomicrospira,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae
Thiomonas,Betaproteobacteria,Burkholderiales,Unknown
Thiopseudomonas,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
Thiorhodovibrio,Gammaproteobacteria,Chromatiales,Chromatiaceae
Thiosocius,Gammaproteobacteria,Chromatiales,Sedimenticolaceae
Thiospirochaeta,Spirochaetia,Spirochaetales,Spirochaetaceae
Thiosulfatimonas,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae
Thiosulfativibrio,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae
Thiothrix,Gammaproteobacteria,Thiotrichales,Thiotrichaceae
Thomasclavelia,Erysipelotrichia,Erysipelotrichales,Coprobacillaceae
Tichowtungia,Tichowtungiia,Tichowtungiales,Tichowtungiaceae
Tissierella,Tissierellia,Tissierellales,Tissierellaceae
Tistrella,Alphaproteobacteria,Geminicoccales,Geminicoccaceae
Tolumonas,Gammaproteobacteria,Aeromonadales,Aeromonadaceae
Tolypothrix,Cyanophyceae,Nostocales,Tolypothrichaceae
Tomitella,Actinomycetes,Mycobacteriales,Unknown
Trabulsiella,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
Treponema,Spirochaetia,Spirochaetales,Treponemataceae
Trichlorobacter,Desulfuromonadia,Geobacterales,Geobacteraceae
Trichodesmium,Cyanophyceae,Oscillatoriales,Microcoleaceae
Trichormus,Cyanophyceae,Nostocales,Nostocaceae
Trichothermofontia,Cyanophyceae,Leptolyngbyales,Trichocoleusaceae
Trinickia,Betaproteobacteria,Burkholderiales,Burkholderiaceae
Tritonibacter,Alphaproteobacteria,Rhodobacterales,Paracoccaceae
Tropheryma,Actinomycetes,Micrococcales,Tropherymataceae
Tropicibacter,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae
Truepera,Deinococci,Trueperales,Trueperaceae
Trueperella,Actinomycetes,Actinomycetales,Actinomycetaceae
Tsukamurella,Actinomycetes,Mycobacteriales,Tsukamurellaceae
Tsuneonella,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae
Tumebacillus,Bacilli,Bacillales,Alicyclobacillaceae
Tunicatimonas,Cytophagia,Cytophagales,Catalimonadaceae
Tunturiibacter,Terriglobia,Terriglobales,Acidobacteriaceae
Turicibacter,Erysipelotrichia,Erysipelotrichales,Turicibacteraceae
Turneriella,Spirochaetia,Leptospirales,Leptospiraceae
Tuwongella,Planctomycetia,Gemmatales,Gemmataceae
Tyzzerella,Clostridia,Lachnospirales,Lachnospiraceae
Undibacterium,Betaproteobacteria,Burkholderiales,Oxalobacteraceae
Unknown,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
Urbifossiella,Planctomycetia,Gemmatales,Gemmataceae
Ureaplasma,Unknown,Mycoplasmoidales,Mycoplasmoidaceae
Urechidicola,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
Ureibacillus,Bacilli,Bacillales,Caryophanaceae
Uruburuella,Betaproteobacteria,Neisseriales,Neisseriaceae
Usitatibacter,Betaproteobacteria,Nitrosomonadales,Usitatibacteraceae
Utexia,Gammaproteobacteria,Orbales,Orbaceae
Vaginella,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
Vaginimicrobium,Actinomycetes,Propionibacteriales,Propionibacteriaceae
Vagococcus,Bacilli,Lactobacillales,Enterococcaceae
Vallitalea,Clostridia,Lachnospirales,Vallitaleaceae
Vandammella,Betaproteobacteria,Burkholderiales,Comamonadaceae
Varibaculum,Actinomycetes,Actinomycetales,Actinomycetaceae
Variibacter,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae
Variovorax,Betaproteobacteria,Burkholderiales,Comamonadaceae
Varunaivibrio,Alphaproteobacteria,Rhodospirillales,Magnetovibrionaceae
Veillonella,Negativicutes,Veillonellales,Veillonellaceae
Venatoribacter,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae
Verminephrobacter,Betaproteobacteria,Burkholderiales,Comamonadaceae
Verrucomicrobium,Verrucomicrobiia,Verrucomicrobiales,Verrucomicrobiaceae
Vescimonas,Clostridia,Eubacteriales,Oscillospiraceae
Vibrio,Gammaproteobacteria,Vibrionales,Vibrionaceae
Virgibacillus,Bacilli,Bacillales,Bacillaceae
Viridibacillus,Bacilli,Bacillales,Caryophanaceae
Vitreoscilla,Betaproteobacteria,Neisseriales,Neisseriaceae
Vogesella,Betaproteobacteria,Neisseriales,Chromobacteriaceae
Vreelandella,Gammaproteobacteria,Oceanospirillales,Halomonadaceae
Vulcanimicrobium,Vulcanimicrobiia,Vulcanimicrobiales,Vulcanimicrobiaceae
Vulcanisaeta,Thermoprotei,Thermoproteales,Thermoproteaceae
Vulgatibacter,Myxococcia,Myxococcales,Vulgatibacteraceae
Waddlia,Chlamydiia,Parachlamydiales,Waddliaceae
Wansuia,Clostridia,Lachnospirales,Lachnospiraceae
Weeksella,Flavobacteriia,Flavobacteriales,Weeksellaceae
Weissella,Bacilli,Lactobacillales,Lactobacillaceae
Wenyingzhuangia,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
Wenzhouxiangella,Gammaproteobacteria,Chromatiales,Wenzhouxiangellaceae
Wielerella,Betaproteobacteria,Neisseriales,Neisseriaceae
Wigglesworthia,Gammaproteobacteria,Enterobacterales,Erwiniaceae
Williamsia,Actinomycetes,Mycobacteriales,Nocardiaceae
Williamsoniiplasma,Mollicutes,Entomoplasmatales,Unknown
Winkia,Actinomycetes,Actinomycetales,Actinomycetaceae
Winogradskyella,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
Winslowiella,Gammaproteobacteria,Enterobacterales,Erwiniaceae
Woeseia,Gammaproteobacteria,Woeseiales,Woeseiaceae
Wohlfahrtiimonas,Gammaproteobacteria,Cardiobacteriales,Ignatzschineriaceae
Wolbachia,Alphaproteobacteria,Rickettsiales,Anaplasmataceae
Wolinella,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae
Wujia,Clostridia,Lachnospirales,Lachnospiraceae
Xanthobacter,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae
Xanthomonas,Gammaproteobacteria,Lysobacterales,Lysobacteraceae
Xenorhabdus,Gammaproteobacteria,Enterobacterales,Morganellaceae
Xiamenia,Coriobacteriia,Eggerthellales,Eggerthellaceae
Xiashengella,Bacteroidia,Marinilabiliales,Marinilabiliaceae
Xylanibacter,Bacteroidia,Bacteroidales,Prevotellaceae
Xylanimonas,Actinomycetes,Micrococcales,Promicromonosporaceae
Xylella,Gammaproteobacteria,Lysobacterales,Lysobacteraceae
Xylocopilactobacillus,Bacilli,Lactobacillales,Lactobacillaceae
Xylophilus,Betaproteobacteria,Burkholderiales,Unknown
Yersinia,Gammaproteobacteria,Enterobacterales,Yersiniaceae
Yimella,Actinomycetes,Micrococcales,Dermacoccaceae
Yinghuangia,Actinomycetes,Kitasatosporales,Streptomycetaceae
Yokenella,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
Yoonia,Alphaproteobacteria,Rhodobacterales,Paracoccaceae
Zhaonella,Clostridia,Moorellales,Zhaonellaceae
Zhongshania,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae
Zhouia,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
Zobellella,Gammaproteobacteria,Aeromonadales,Aeromonadaceae
Zobellia,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
Zophobihabitans,Gammaproteobacteria,Orbales,Orbaceae
Zunongwangia,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
Zymobacter,Gammaproteobacteria,Oceanospirillales,Halomonadaceae
Zymomonas,Alphaproteobacteria,Sphingomonadales,Zymomonadaceae
