ID,designation_header,strain_number_header,is_type_strain_header,species,Genome seq. accession number,Multicellular complex forming ability
132652,NEAU-HZ10,"DSM 42138, CGMCC 4.7151",1,Streptomyces bryophytorum,GCA_016916835,0
164750,AC541,"JCM 34263, ATCC TSD201",1,Streptomyces buecherae,GCA_014295035,1
16358,MS16-10G,"DSM 41781, AS 4.1653, FERM 8432, IFO 15711, JCM 9925, NBRC 15711, BCRC 16850, CGMCC 4.1653, NRRL B-24305",1,Streptomyces bungoensis,GCA_001514215,0
164410,ZFG47,"JCM 32897, CICC 11050",1,Streptomyces cadmiisoli,GCA_003261055,1
159693,13K301,"DSM 106873, KCTC 49110",1,Streptomyces cahuitamycinicus,GCA_002891435,0
15063,T-3018,"DSM 40010, ATCC 13382, ATCC 23890, CBS 676.68, IFO 13200, ISP 5010, JCM 4326, JCM 4628, NBRC 13200, RIA 1103, BCRC 11859, CBS 350.62, CECT 3271, CGMCC 4.1691, IFM 1093, NCIMB 12240, NRRL B-2399, VKM Ac-1185",1,Streptomyces calvus,GCA_006782915,0
16352,D13P3,"DSM 41769, NCIMB 13684, JCM 11444, NBRC 100775",1,Streptomyces cangkringensis,GCA_019059395,0
16188,,"DSM 41453, ATCC 43699, INMI 377, JCM 6914, VKM Ac-68, BCRC 16851, CGMCC 4.1588, IFO 15389, NBRC 15389, NRRL B-16358",1,Streptomyces caniferus,GCA_009811555,0
16334,MS 1486,"DSM 41695, IFO 14222, JCM 5075, KCC S-1075, NBRC 14222, NCIMB 12832, NRRL 12279, BCRC 16852, CGMCC 4.1945, KCTC 1719",1,Streptomyces capillispiralis,GCA_007829875,0
158362,1H-SSA4,"DSM 104537, CGMCC 4.7403",1,Streptomyces capitiformicae,GCA_002214185,1
15069,,"DSM 40494, ATCC 19006, CBS 712.72, IFO 13411, ISP 5494, JCM 4253, JCM 4734, NBRC 13411, RIA 1372, BCRC 11860, CGMCC 4.1696, NRRL B-3632",1,Streptomyces capoamus,GCA_014654935,0
16301,"70-6-2, M 619","DSM 43835, ATCC 27116, IFO 14214, IMET 43558, JCM 3301, KCC A-0301, NBRC 14214, NRRL B-16921, RIA 982, VKM Ac-1300, VKM Ac-657, BCRC 16854, CGMCC 4.1947, KCTC 9128",1,Streptomyces carpinensis,GCA_002154505,1
15570,BJ-608,"DSM 40830, ATCC 15191, CBS 309.55, IMRU 3559, JCM 4978, BCRC 11879, IFO 15875, INA R-43, NBRC 15875, NRRL B-24289, RIA 851, VKM Ac-832",1,Streptomyces rutgersensis subsp. castelarensis,GCA_002154275,0
159626,,"DSM 104115, KCTC 39850, SYSU K10008",1,Streptomyces cavernae,GCA_004023625,0
15073,E-150,"DSM 40189, ATCC 23894, CBS 680.68, IFO 12849, ISP 5189, NBRC 12849, RIA 1143, JCM 4183, CGMCC 4.1637, IMET 41374, JCM 4631, NCIMB 9830, VKM Ac-1222",1,Streptomyces cellostaticus,GCA_001513965,0
15074,,"DSM 40839, ATCC 29806, CECT 7364, ETH 24125, IFO 13780, KCC S-0126, NBRC 13780, NIHJ 198, NRRL B-2493, JCM 4126, CECT 3242, CGMCC 4.1659, KCTC 9702, NBRC 100597, RIA 779, VKM Ac-1819, VTT E-86258",1,Streptomyces celluloflavus,GCA_000720995,0
15075,,"DSM 40362, ATCC 25439, CBS 122.18, CBS 670.69, IFO 13027, ISP 5362, NBRC 13027, RIA 1219, JCM 4462, BCRC 12087, CGMCC 4.1411, KCTC 9703, LMG 19315, NRRL B-2889, VKM Ac-829",1,Streptomyces cellulosae,GCA_014655195,1
15080,,"DSM 41447, NRRL 3882",0,Streptomyces chartreusis,GCA_000226435,0
15087,,"DSM 40002, ATCC 13358, ATCC 19739, CBS 477.68, IFO 12754, ISP 5002, JCM 4299, JCM 4571, NBRC 12754, RIA 1019, BCRC 13655, CECT 3321, CGMCC 4.1415, KCTC 1087, LMG 19339, NCIMB 9809, NRRL B-2255, NRRL ISP-5002, VKM Ac-1775",1,Streptomyces chattanoogensis,GCA_001294335,0
140641,RC1832,"JCM 30611, KCTC 29696), KCTC 29696",1,Streptomyces chitinivorans,GCA_029846675,1
15088,BE-508,"DSM 40545, ATCC 14947, CBS 745.72, DSM 40820, IFO 13444, IMRU 3835, ISP 5545, NBRC 13444, NCIB 8995, RIA 1405, JCM 4735, KCC S-0735, BCRC 12173, CGMCC 4.1657, MTCC 6922, NCAIM B.01478, NCIMB 10999, NCIMB 8995, NRRL B-3293, NRRL B-3310, NRRL B-3672",1,Streptomyces chrestomyceticus,GCA_001315465,0
15090,13638/58,"DSM 40273, ATCC 23896, CBS 682.68, IFO 12851, ISP 5273, NBRC 12851, RIA 1191, JCM 4354, BCRC 15125, CGMCC 4.1451, INA 13638/58, KCTC 19069, LMG 19317, NRRL B-12175, VKM Ac-974",1,Streptomyces chromofuscus,GCA_014649435,1
15091,,"DSM 40420, ATCC 19829, CBS 678.72, IFO 13377, INMI 1007 B, ISP 5420, NBRC 13377, RIA 1338, JCM 4737, BCRC 16236, CGMCC 4.1694, NCIMB 10041, NRRL B-12347, VKM Ac-200",1,Streptomyces chryseus,GCA_005981935,0
16312,,"DSM 41651, ATCC 33339, IFO 13822, JCM 3385, NBRC 13822, NRRL B-16928, CGMCC 4.1620",1,Streptomyces cinerochromogenes,GCA_014648635,0
15096,,"DSM 40467, ATCC 23617, CBS 671.69, IFO 13028, INA 1242, ISP 5467, NBRC 13028, RIA 1220, JCM 4463, ATCC 25440, BCRC 15162, CGMCC 4.1590, NRRL B-12382, PCM 2311, VKM Ac-1904",1,Streptomyces cinnabarinus,GCA_000715615,0
15098,Ah-304,"DSM 40803, ATCC 12308, CBS 411.63, IFO 3414, NBRC 3414, NRRL B-1588, JCM 4019, CECT 3198, CGMCC 4.1619, HUT 6050, IFO 15873, KCTC 9708, NBIMCC 67, NBRC 15873, NCIMB 12604, RIA 518, VKM Ac-1912",1,Streptomyces virginiae,GCA_014648795,0
15099,12.090,"DSM 40479, ATCC 14699, CBS 699.72, IFO 13398, ISP 5479, JCM 4738, NBRC 13398, RIA 1359, BCRC 16208, CGMCC 4.1679, KCTC 9709, NRRL B-3250, VKM Ac-620, VTT E-052935",1,Streptomyces cirratus,GCA_014650775,0
15100,,"DSM 40843, CBS 101.27, NRRL B-2557, JCM 5059, CGMCC 4.1604, IFO 15398, NBRC 15398",1,Streptomyces clavifer,GCA_014651175,0
16479,AS-0823,"DSM 41983, IFM 11055, JCM 17138",1,Streptomyces coacervatus,GCA_029223485,0
16490,BK 168,"DSM 42063, KACC 20908, NCIMB 14704",1,Streptomyces cocklensis,GCA_028657175,0
15103,,"DSM 40421, ATCC 19830, CBS 679.72, IFO 13378, INMI 20-41, ISP 5421, NBRC 13378, RIA 1339, JCM 4739, BCRC 16237, CGMCC 4.1594, KCTC 19065, NCIMB 10042, NRRL B-12348, VKM Ac-98, VTT E-073027",1,Streptomyces violaceoruber,GCA_014650795,0
16204,,"DSM 41471, INA 9630, JCM 6918, BCRC 16856, CGMCC 4.1596, IFO 15399, NBRC 15399, NRRL B-16363, VKM Ac-1221",1,Streptomyces coelicoflavus,GCA_003112555,0
15112,,"DSM 40340, ATCC 25444, CBS 677.69, IFO 13032, ISP 5340, JCM 4286, KCC S-0286, NBRC 13032, NCIB 9476, RIA 1224, BCRC 11821, CGMCC 4.1592, JCM 4467, KCTC 9715, LMG 20488, NCIMB 9476, NCIMB 9979, NRRL B-12289, VKM Ac-1906",1,Streptomyces corchorusii,GCA_001514055,0
16376,CR-43,"DSM 41827, ATCC 55274, JCM 11306, NCIMB 13455, NRRL B-16897, BCRC 16858, NBRC 100773",1,Streptomyces murinus,GCA_014138855,0
15114,,"DSM 40107, ATCC 13385, CBS 484.68, IFO 12761, ISP 5107, JCM 4219, NBRC 12761, RIA 1026, SC 3064, ATCC 19745, BCRC 13766, CCT 4642, CCT 4643, CGMCC 4.1680, JCM 4573, LMG 8588, NRRL B-2901, RIA 849, VKM Ac-621",1,Streptomyces curacoi,GCA_001513975,0
15115,,"DSM 40148, ATCC 19746, ATCC 23619, CBS 485.68, ETH 24190, IFO 13190, INA 99/54, ISP 5148, NBRC 13190, RIA 1027, JCM 4364, BCRC 11467, CGMCC 4.1612, IMET 41583, KCCM 40517, NCIMB 13021, NRRL B-2570, VKM Ac-752, VTT E-072752",1,Streptomyces cyaneofuscatus,GCA_000718135,0
163941,Z022,"JCM 31053, CGMCC 4.7273",1,Streptomyces dangxiongensis,GCA_003675325,1
158385,,"DSM 101723, JCM 4913",1,Streptomyces davaonensis,GCA_000349325,1
16179,,"DSM 41427, AS 4.1861, IFO 13977, JCM 4550, KCC S-0550, NBRC 13977, NCIB 9752, NRRL 2666, CGMCC 4.1861, CGMCC 4.1915, CIP 106836, NCIMB 10502, NCIMB 9752, NRRL ISP-5087",1,Streptomyces decoyicus,GCA_000715775,0
159788,XZHG99,"CGMCC 4.7472, KCTC 49090",1,Streptomyces dengpaensis,GCA_002946835,1
159662,LHW51701,"DSM 106126, CCTCC AA 2018017",1,Streptomyces diacarni,GCA_003323715,0
15123,,"DSM 40496, ATCC 3315, CBS 713.72, IFO 13412, IFO 3714, ISP 5496, JCM 4128, JCM 4745, NBRC 13412, NBRC 3714, NRRL B-1270, RIA 1373, BCRC 15168, CBS 126.20, CCM 3167, CCUG 11116, CGMCC 4.1420, IMET 40274, LMG 19322, MTCC 1394, NRRL B-1241, RIA 104, VKM Ac-723",1,Streptomyces diastaticus subsp. diastaticus,GCA_011170125,0
15255,Duché,"DSM 40324, AS 4.1854, ATCC 10975, ATCC 25455, CBS 422.34, CBS 688.69, ETH 10213, IFO 13043, IFO 3198, IMRU 3590, ISP 5324, JCM 4136, JCM 4478, KCC S-0136, KCC S-0478, NBRC 13043, NBRC 3198, PSA 224, BCRC 12105, CGMCC 4.1854, CGMCC 4.1885, CGMCC 4.2081, IMET 40289, NRRL B-1344, NRRL B-1903, RIA 1235, VKM Ac-713",1,Streptomyces diastaticus,GCA_011170145,1
15125,Ogata 207,"DSM 40449, ATCC 12309, CBS 370.58, CBS 690.72, ETH 31546, IFO 13389, IFO 3337, ISP 5449, JCM 4119, JCM 4746, KCC S-0119, KCC S-0746, NBRC 13389, NBRC 3337, NRRL B-1698, PSA 218, RIA 1350, VKM Ac-1760, BCRC 13668, CFBP 4540, CGMCC 4.1606, CIP 105123, KACC 20133, VTT E-042624, CCM 3113, KCC S-0244",1,Streptomyces diastatochromogenes,GCA_001418405,1
15128,FH 1279,"DSM 40743, ATCC 13441, JCM 4957, CGMCC 4.1674, IFO 15409, KCTC 9722, NBRC 15409, NRRL B-12103",1,Streptomyces djakartensis,GCA_014651075,0
16403,M7a,"DSM 41857, CCT 5476, CIP 107837, NBRC 101007, NRRL B-24297, CBMAI 498, JCM 13580, CBMAI 0498",1,Streptomyces drozdowiczii,GCA_001313325,1
16335,,"DSM 41696, IFO 14238, JCM 5016, KCC S-0516, NBRC 14238, NCIMB 12831, NRRL 8144, BCRC 16859, CGMCC 4.1707, KCTC 9725, KCTC 9776",1,Streptomyces echinoruber,GCA_014651135,0
16158,"549-A1, 549-A1 (NIHJ 267)","DSM 40604, ATCC 27428, CBS 792.72, IFO 13491, ISP 5604, JCM 4029, NBRC 13491, NIHJ 267, NRRL B-1676, RIA 1452, RIA 733, BCRC 12424, CECT 3259, CGMCC 4.1086, CIP 108155, IMET 43412, JCM 4749, KCTC 9884, MTCC 2531, NCB 264, VKM Ac-903, CCRC 12424, KCC S-0749, AS 4.1086",1,Streptomyces eurocidicus,GCA_002891295,1
15135,,"DSM 40014, ATCC 14975, ATCC 19749, CBS 488.68, IFO 12764, ISP 5014, NBRC 12764, NRRL 2539, RIA 1030, JCM 4206, BCRC 13650, CGMCC 4.1697, IMET 43078, JCM 4575, KCTC 9731, VKM Ac-1729",1,Streptomyces eurythermus,GCA_014649115,1
130726,HV38,"DSM 42152, CCTCC AA 2014009",0,Streptomyces ferrugineus,GCA_015160855,0
15139,1-C-9,"DSM 40022, ATCC 19753, CBS 492.68, IFO 12767, ISP 5022, NBRC 12767, RIA 1034, JCM 4122, BCRC 13644, CGMCC 4.1656, HAMBI 1010, IFM 1180, IMET 43562, JCM 4576, NCIMB 13018, NRRL B-2114, VKM Ac-1266",1,Streptomyces filamentosus,GCA_014654895,1
159104,,"DSM 40122, CBS 941.68, ATCC 23958, IAUR 4192, IFO 12910, ISP 5122, JCM 4412, RIA 1125, NBRC 12910, BCRC 13771, CGMCC 4.1790, CGMCC 4.1871, CGMCC 4.2073, KCTC 9568, NCIMB 13008, NRRL B-5411",0,Streptomyces filamentosus,GCA_008634015,0
15154,Actinomyces 168,"DSM 40061, ATCC 19754, ATCC 25460, ATCC 3319, CBS 493.68, CBS 693.69, DSM 40328, ETH 12399, IAM 0117, IFO 12768, IMET 40233, IMRU 3319, ISP 5061, ISP 5328, JCM 4032, JCM 4577, KCC S-0032, KCC S-0577, NBRC 12768, NRRL B-1334, NRRL B-2688, RIA 1035, BCRC 12489, CBS 128.20, CCM 3171, CECT 3181, CGMCC 4.1432, HAMBI 893, ICMP 392, IFO 3408, IFO 3715, KCTC 9022, LMG 19328, NBRC 3408, NBRC 3715, RIA 485, VKM Ac-965",1,Streptomyces flaveolus,GCA_014648815,0
15161,Medipex SA-IX-3,"DSM 40366, ATCC 27430, CBS 411.59, CBS 672.72, IFO 13371, ISP 5366, JCM 4753, NBRC 13371, RIA 1332, BCRC 15154, LMG 8598, NRRL B-12307, VKM Ac-1179",1,Streptomyces flavofungini,GCA_014650815,0
16210,,"DSM 41479, ATCC 43684, DSM 41503, DSM 41688, INMI 702, NRRL B-16367, VKM Ac-141, JCM 9089, CGMCC 4.1942, NBRC 100764",1,Streptomyces variegatus,GCA_000725785,0
15168,,"DSM 40153, ATCC 19759, ATCC 19903, CBS 497.68, IFO 12772, INA 2314/53, ISP 5153, NBRC 12772, RIA 1039, JCM 4372, BCRC 11474, CGMCC 4.1960, IMET 42058, NRRL ISP-5153, VKM Ac-754",1,Streptomyces pilosus,GCA_014649515,0
131026,1H-GS9,"DSM 100524, CGMCC 4.7277",1,Streptomyces formicae,GCA_022647665,0
16304,,"DSM 41455, INMI 34-280, JCM 9090, VKM Ac-158, IFO 15897, LMG 19901, NBRC 15897, NRRL B-24329, VTT E-072709",1,Streptomyces fulvorobeus,GCA_013167895,0
15208,,"DSM 40154, ATCC 19904, ATCC 25454, CBS 260.66, CBS 687.69, IFO 13042, INA 10256/54, ISP 5154, JCM 4477, KCC S-0477, NBRC 13042, VKM Ac-1845, BCRC 12058, CGMCC 4.1732, NRRL B-3898, NRRL B-5420, RIA 1234",1,Streptomyces fumanus,GCA_014655295,0
15209,145,"DSM 43154, ATCC 19345, JCM 3101, KCC A-0101, RIA 884, BCRC 12344, CBS 639.66, CGMCC 4.1909, CMI 117720, IFO 12999, NBRC 12999, NCIMB 11004, NRRL B-3856",1,Streptomyces fumigatiscleroticus,GCA_014647975,0
158796,JBL-20,"KACC 18269, NBRC 110629",1,Streptomyces fuscigenes,GCA_021556455,1
15215,,"DSM 40935, IFM 1024, JCM 4171, KCC S-0171, NRRL B-1872, CGMCC 4.1971, IFO 15412, KCTC 19062, NBRC 15412, NCIMB 12858",1,Streptomyces gancidicus,GCA_014649055,0
159717,A301,"CGMCC 4.7422, JCM 32177",1,Streptomyces geranii,GCA_002954775,1
15219,FH 1278,"DSM 40742, ATCC 15303, CBS 546.70, JCM 4962, CECT 3209, CGMCC 4.1966, IFO 15413, NBRC 15413, NRRL B-12102, VKM Ac-844",1,Streptomyces rochei,GCA_014651095,0
15222,,"DSM 40155, ATCC 19761, ATCC 23622, CBS 499.68, DSM 41504, ETH 24204, ETH A3080, IFO 12774, INA 8731, ISP 5155, JCM 4377, KCC S-0377, NBRC 12774, NCIB 9619, NCIB 9844, RIA 1041, BCRC 11478, CBS 261.66, CECT 3133, CGMCC 4.1408, IMET 43584, KCTC 9881, LMG 19330, MTCC 276, NBIMCC 1638, NCIMB 9619, NCIMB 9844, NRRL B-2706, VKM Ac-617",1,Streptomyces glaucescens,GCA_002154375,0
16191,,"DSM 41457, INA 3980, VKM Ac-834, JCM 9091, CGMCC 4.1940, IFO 15898, NBRC 15898",1,Streptomyces glomeratus,GCA_021462825,0
15253,,"DSM 41782, ATCC 15866, IFO 15418, INMI 1464, JCM 4677, KCC S-0677, NBRC 15418, NRRL B-3375, RIA 683",1,Streptomyces aurantiacus,GCA_014701115,0
15257,NA232-M1,"DSM 40004, AS 4.1368, ATCC 12628, ATCC 19763, CBS 501.68, CCM 3228, DSM 41062, ETH 28588, IFO 12776, IFO 3387, ISP 5004, JCM 4095, JCM 4580, KCC S-0095, LMG 5973, NBRC 12776, NBRC 3387, NRRL B-1068, NRRL B-1350, RIA 1043, RIA 132, VKM Ac-881, BCRC 13304, CCUG 11123, CECT 3250, CGMCC 4.1088, CIP 108156, LMG 19383, LMG 8601, MTCC 328, NCIMB 9623, PCM 2326, PCM 2345, CCRC 13304, KCC S-0580, AS 4.1088",1,Streptomyces griseocarneus,GCA_014655595,0
15261,,"DSM 40499, ATCC 14511, CBS 714.72, IFO 13413, ISP 5499, JCM 4039, JCM 4764, NBRC 13413, RIA 1374, BCRC 11818, CGMCC 4.1964, IFM 1229, KCTC 9027, NRRL B-12423",1,Streptomyces griseochromogenes,GCA_001542625,0
15267,,"DSM 40274, ATCC 23623, ATCC 23917, CBS 838.68, IFO 12871, INA 9673/55, ISP 5274, NBRC 12871, RIA 1192, JCM 4381, BCRC 11481, CGMCC 4.1409, KCTC 19071, LMG 19316, NCIMB 9825, NRRL B-5313, VTT E-022184",1,Streptomyces griseoincarnatus,GCA_014649575,0
15272,,"DSM 40392, ATCC 12768, CBS 676.72, CCM 3242, DSM 41141, ETH 24459, IFO 13375, IMRU 3729, ISP 5392, JCM 4041, JCM 4765, KCC S-0041, NBRC 13375, NRRL B-1315, PSA 207, RIA 1336, NIHJ 22, BCRC 16229, CBS 112.66, CGMCC 4.1440, HUT 6058, IFM 1055, LMG 19356, VKM Ac-976",1,Streptomyces griseoluteus,GCA_004784465,0
15273,13984,"DSM 40159, ATCC 19765, ATCC 23625, CBS 503.68, IFO 12778, INA 13984, ISP 5159, NBRC 12778, RIA 1045, JCM 4382, BCRC 13763, NCIMB 9845, NRRL B-5421",1,Streptomyces griseomycini,GCA_014649595,0
15275,,"DSM 40160, ATCC 19767, ATCC 19909, CBS 505.68, ETH 24199, IFO 12780, INA 6124/54, ISP 5160, NBRC 12780, RIA 1047, JCM 4383, BCRC 12104, NCIMB 9846, NRRL B-3982, VKM Ac-1894",1,Streptomyces althioticus,GCA_014649615,0
15279,,"DSM 40469, ATCC 23627, ATCC 25459, CBS 692.69, IFO 13047, INA 7712, ISP 5469, NBRC 13047, RIA 1239, JCM 4481, BCRC 12124, CGMCC 4.1766, NRRL B-12384, VKM Ac-1203",1,Streptomyces griseorubiginosus,GCA_001514195,0
15280,B-793,"DSM 40562, ATCC 27435, CBS 137.72, CBS 759.72, IFO 13458, ISP 5562, JCM 4766, NBRC 13458, RIA 1419, BCRC 15195, HAMBI 1009, IMET 43543, NRRL B-12498, VKM Ac-1731",1,Streptomyces griseosporeus,GCA_014656055,0
15281,10381,"DSM 40161, ATCC 19768, ATCC 23628, CBS 506.68, ETH 28436, IFO 12781, INA 10381, ISP 5161, NBRC 12781, RIA 1048, JCM 4385, BCRC 12075, CECT 3273, KCTC 9878, NRRL B-5422, VKM Ac-968",1,Streptomyces griseostramineus,GCA_014203535,0
15145,Duché,"DSM 40322, ATCC 25449, CBS 420.34, CBS 682.69, IFO 13037, ISP 5322, NBRC 13037, RIA 1229, JCM 4472, BCRC 12245, CGMCC 4.1629, KCCM 40680, NRRL ISP-5322, VKM Ac-1724, VTT E-011974",0,Streptomyces griseus,GCA_002154345,0
16427,,"DSM 41900, YIM 47672, CCTCC AA 205017, JCM 15129",1,Streptomyces hainanensis,GCA_004348415,0
15290,,"DSM 40042, ATCC 12236, ATCC 19771, CBS 509.68, IFO 12784, ISP 5042, KCC S-0172, KCC S-0585, NBRC 12784, NCIB 9410, RIA 1051, JCM 4172, BCRC 13653, CBS 164.64, IFM 1071, IMET 43082, JCM 4585, LMG 5975, NCIMB 9410, NRRL B-1988, PCM 2315, VKM Ac-1761",1,Streptomyces hawaiiensis,GCA_004803895,1
16024,NEAU-W2,"DSM 42073, CGMCC 4.7004, JCM 19675, ATCC BAA-2424",1,Streptomyces heilongjiangensis,GCA_028401405,0
134317,,"DSM 41914, ATCC 53653",1,Streptomyces himastatinicus,GCA_000158915,0
15293,201,"DSM 40037, ATCC 19772, CBS 510.68, IFO 12785, ISP 5037, KCC S-0098, KCC S-0586, NBRC 12785, NRRL B-1823, RIA 1052, OEU 201, JCM 4098, BCRC 13375, CECT 3261, CGMCC 4.1948, CIP 108157, HUT 6033, IFO 3839, IMET 43546, JCM 4586, KCTC 9781, NBRC 3839, NCIMB 9838, NRRL B-5484, RIA 592, VKM Ac-902, CCRC 13375",1,Streptomyces hiroshimensis,GCA_014650335,1
15306,,"DSM 40095, ATCC 19773, CBS 511.68, ETH 16660, IFO 12786, ISP 5095, NBRC 12786, NRRL B-2713, RIA 1053, JCM 4191, BCRC 13676, CGMCC 4.1950, HAMBI 1003, IMET 42054, JCM 4587, NRRL ISP-5095, VKM Ac-623",1,Streptomyces hirsutus,GCA_001418415,0
159625,HST28,"DSM 107268, CECT 9648",1,Streptomyces huasconensis,GCA_004010275,0
15309,FHP 678,"DSM 40586, ATCC 19631, CBS 776.72, IFO 13475, ISP 5586, NBRC 13475, RIA 1436, JCM 4771, BCRC 11855, HAMBI 405, NRRL B-12091, VKM Ac-1919",1,Streptomyces hydrogenans,GCA_014656075,0
16194,,"DSM 41460, ATCC 43692, INMI 32, NBRC 100766, VKM Ac-312, JCM 9093, CGMCC 4.1761, NRRL B-16376",0,Streptomyces hygroscopicus,GCA_001570645,0
15327,MB-T 10,"DSM 43803, ATCC 33330, CBS 560.75, IFO 13964, JCM 3053, KCC A-0053, NBRC 13964, CGMCC 4.1952, KCTC 9489, NCIMB 9794, NRRL B-24311",1,Streptosporangium indianense,GCA_021474405,0
16485,IH32-1,"DSM 42001, CGMCC 4.5727, MCCC IA03308, JCM 18323",1,Streptomyces indicus,GCA_900100315,0
158473,NEAU-D10,"DSM 106197, CGMCC 4.7469",1,Streptomyces inhibens,GCA_003389455,0
16183,T-41575,"DSM 41441, ATCC 33341, CBS 196.78, IFO 13601, JCM 4988, KCC S-0988, NBRC 13601, NRRL B-16929",1,Streptomyces inusitatus,GCA_014651115,0
16471,"35, HM 35","DSM 41954, CCUG 57623, JCM 17327",1,Streptomyces iranensis,GCA_017874715,0
132826,G25,"DSM 101878, LMG 29545, NCCB 100603",1,Streptomyces jeddahensis,GCA_001642995,1
15333,K-2J,"DSM 40500, ATCC 12853, CBS 715.72, IFO 13414, ISP 5500, JCM 4433, JCM 4775, NBRC 13414, NCIB 9343, NRRL B-2535, RIA 1375, RIA 690, NIHJ 235, BCRC 11515, CGMCC 4.1441, KCTC 9225, LMG 19351, LMG 5976, LMG 8599, MTCC 324, NCIMB 9343, VKM Ac-837",1,Streptomyces kanamyceticus,GCA_001418465,0
15338,"BL904, M338-M1","DSM 40819, ATCC 15714, IFO 13851, JCM 4208, KCC S-0208, NBRC 13851, BCRC 12349, KCTC 1078, KCTC 2113, MTCC 6919, NCIMB 12239, NCIMB 12717",1,Streptomyces celluloflavus,GCA_002261115,0
15340,10294,"DSM 40162, ATCC 15824, ATCC 19774, ATCC 23629, CBS 512.68, IFO 13192, INA 10294, ISP 5162, NBRC 13192, RIA 1054, JCM 4388, BCRC 12133, CBS 213.62, CECT 3274, CGMCC 4.1889, KCTC 9876, NCIMB 12788, NRRL B-3366",1,Streptomyces kurssanovii,GCA_014649695,0
133105,3H-HV17(2),"CGMCC 4.7349, DSM 103124",1,Streptomyces lasiicapitis,GCA_014646335,1
16327,,"DSM 41684, ATCC 31255, JCM 5063, KCC S-1063, PCM 2368, BCRC 16804, CGMCC 4.1919, IFO 15422, NBRC 15422",1,Streptomyces laurentii,GCA_002355495,0
159158,"15784-1, Schering 353",DSM 40868,0,Streptomyces lavenduligriseus,GCA_011820545,0
16207,,"DSM 41475, ATCC 43687, INA 478, JCM 6925, CGMCC 4.1895, IFO 15425, LMG 20091, NBRC 15425, NRRL B-16371, VKM Ac-1767, VTT E-072712",1,Streptomyces lienomycini,GCA_027947595,0
16180,,"DSM 41428, ATCC 25299, JCM 4866, KCC S-0866, NCIB 10094, NRRL 3252, BCRC 12208, CGMCC 4.1746, IFO 15426, NBRC 15426, NCIMB 10094",1,Streptomyces lomondensis,GCA_014651035,0
15381,,"DSM 40599, ATCC 27443, CBS 789.72, ETH 28545, IFO 13488, INA 11668/54, ISP 5599, KCC S-0784, NBRC 13488, RIA 1449, JCM 4784, BCRC 16212, NCIMB 9629, NRRL B-3736, NRRL B-5761, PCM 2396, VKM Ac-1735",1,Streptomyces longispororuber,GCA_014656095,0
16323,,"DSM 41677, ATCC 29251, IFO 14251, JCM 4976, KCC S-0976, NBRC 14251, BCRC 12034, CGMCC 4.1898, KCTC 9783, LMG 20096, NRRL B-16923",1,Streptomyces longwoodensis,GCA_001514125,0
130723,MM109,"DSM 42149, BCCM/LMG 28326, LMG 28326",1,Streptomyces lunaelactis,GCA_003054555,0
131435,,"DSM 42121, JCM 19682, KACC 17834, KCTC 29261, JXJ 0135, JCM 19628, NRRL B-24994",1,Streptomyces lushanensis,GCA_001700515,0
15392,,"DSM 40332, ATCC 25471, CBS 881.69, IFO 13059, INA 739, ISP 5332, NBRC 13059, RIA 1251, JCM 4493, BCRC 15143, CGMCC 4.1743, NRRL B-12273, VKM Ac-1850",1,Streptomyces malachitofuscus,GCA_014650055,0
15393,"449, NNRL B-3352, NNRL B-8164","DSM 40221, ATCC 23934, CBS 918.68, IFO 12888, ISP 5221, JCM 4059, JCM 4650, NBRC 12888, RIA 1165, BCRC 12420, CBS 279.65, CGMCC 4.2007, CIP 108143, IFM 1082, IMET 42941, LMG 8603, NCB 258, NRRL B-3352, NRRL B-8164, VKM Ac-949, CCRC 12420, KCC S-0650",1,Streptomyces mashuensis,GCA_014654785,0
15396,602,"DSM 40035, ATCC 19785, CBS 537.68, IFO 12796, ISP 5035, JCM 4139, JCM 4593, NBRC 12796, RIA 1064, OEU 602, BCRC 13647, CGMCC 4.1433, IFO 3841, KCTC 19943, LMG 19362, NBRC 3841, NRRL B-3300, RIA 652, VKM Ac-578",1,Streptomyces massasporeus,GCA_014648995,0
16186,,"DSM 41476, ATCC 43688, HUT 6610, IFO 14749, INA M-22, INMI 2869, JCM 6926, NBRC 14749, NRRL B-16372, VKM Ac-1776",1,Streptomyces megasporus,GCA_000718985,0
160573,YC504,"DSM 102300, KCTC 39756",1,Streptomyces mesophilus,GCA_011044995,0
16364,"BM-B-384, CH-M-1035, NNRL B-24196","DSM 41796, JCM 12681, NRRL B-24196, CIP 108132, NBRC 100915, NCIMB 14336",1,Streptomyces mexicanus,GCA_001313875,0
15206,A26,"DSM 40593, ATCC 27431, CBS 783.72, IFO 13482, ISP 5593, NBRC 13482, NCIB 9609, NRRL B-1453, RIA 1443, JCM 4129, BCRC 12172, CCUG 11114, CGMCC 4.1302, CGMCC 4.1524, CIP 105783, IFO 3717, JCM 4754, KCTC 9779, LMG 19310, NBRC 3717, NCIMB 10505, NCIMB 9609, VKM Ac-994, IMRU 3665",1,Streptomyces microflavus,GCA_000385945,0
