ID,designation_header,strain_number_header,is_type_strain_header,species,Genome seq. accession number,Cell width
133804,JA576,"NBRC 108863, KCTC 15144",1,Rhodopseudomonas thermotolerans,GCA_003387125,0.9
166225,E84,"KCTC 52697, MCCC 1H00231",1,Rhodosalinus halophilus,GCA_003298775,0.70
141161,WDN1C137,"KCTC 52478, MCCC 1H00170, DSM 108746",1,Rhodosalinus sediminis,GCA_003385555,0.80
17795,2037 Souchothèque de Bretagne,"DSM 22212, JCM 15944, PRI 2902",1,Rhodothermus profundi,GCA_900142415,0.5
13752,JA738,"DSM 24766, KCTC 15110",1,Rhodovulum bhavnagarense,GCA_004343505,0.7
13748,JA125,"DSM 18064, CIP 109541, JCM 13589",1,Rhodovulum imhoffii,GCA_003046545,0.5
13750,JA297,"DSM 19783, ATCC BAA-1544, CCUG 55397, JCM 14888",1,Rhodovulum kholense,GCA_003053725,0.75
13747,"3Vi, JA 128","DSM 18063, CCUG 52183, JCM 13300, ATCC BAA-1215, BCRC 80541",1,Rhodovulum marinum,GCA_004343075,0.70
13751,A-20s,"DSM 21153, VKM B-2489",1,Rhodovulum steppense,GCA_004339675,0.55
133763,A-36s,"VKM B-2491, ATCC BAA-1573",1,Rhodovulum tesquicola,GCA_024128855,0.6
157747,"R153, AUS118","DSM 28985, CSUR R501",1,Rickettsia fournieri,GCA_900243065,0.3
140720,"VR-1664, RGBWI-1, BWI-1",CSUR R172,1,Rickettsia gravesii,GCA_000485845,0.4
134245,Khabarovsk,"CSUR R3, ATCC VR-1596",1,Rickettsia conorii subsp. raoultii,GCA_000940955,0.4
5634,"8151, RCP-8151","DSM 24015, LMG 26094",1,Riemerella columbipharyngis,GCA_900101995,0.35
168344,"CL23, CC-AMO-30D","LMG 31418, KCTC 72252",1,Robertkochia solimangrovi,GCA_007279655,0.30
5638,YM6-073,"DSM 21019, KCTC 22216, MBIC 06409",1,Robiginitalea myxolifaciens,GCA_900115205,0.47
6224,,"DSM 21748, IMCC 3195, KCCM 42687, NBRC 103098",1,Robiginitomaculum antarcticum,GCA_000365025,0.7
158358,FRIFI,"DSM 28814, KCTC 15553",1,Romboutsia hominis,GCA_900002575,1.60
2992,61A,"DSM 11813, CCUG 52219",1,Roseateles depolymerans,GCA_003387155,0.5
134277,,"CECT 7247, CCUG 52222",1,Roseateles terrae,GCA_002205615,0.5
13853,EL-50,"DSM 11469, CECT 7235",1,Roseinatronobacter ekhonensis,GCA_900499075,1
134327,MN1-741,"MBIC 08315, KCTC 12986, NBRC 103926",1,Roseibacillus ishigakijimensis,GCA_016595415,0.75
134329,YM26-010,"KCTC 12988, MBIC 08317",1,Roseibacillus persicicus,GCA_014651675,0.75
13829,,"DSM 19469, CIP 107377, JCM 11220, OCh 323",1,Roseicyclus elongatus,GCA_000590925,0.65
167420,KMU-115,"KCCM 90339, NBRC 114190",1,Roseicyclus persicicus,GCA_012395815,0.65
13836,DFL-11,"DSM 17067, NCIMB 14079",1,Roseibium alexandrii,GCA_000158095,0.6
13835,mano 18,"DSM 17023, KCTC 12288",1,Roseibium marinum,GCA_002906165,0.70
133285,Cs25,"DSM 29163, CECT 8816",1,Roseibium salinum,GCA_026240905,0.75
140994,BSS09,"KCTC 52373, MCCC 1K03201",1,Roseibium sediminis,GCA_008711325,0.65
158729,,"MCCC 1K03242, KCTC 52641, CCMM 001",1,Roseicyclus marinus,GCA_029589195,0.60
2416,HLO8,"DSM 13941, JCM 11240, NBRC 100045",1,Roseiflexus castenholzii,GCA_000017805,0.90
23339,DC2a-G7,"DSM 25532, NBRC 108606",1,Roseimicrobium gellanilyticum,GCA_003315205,1.2
133348,MA7-20,"KACC 18807, JCM 31538",1,Roseitalea porphyridii,GCA_004331955,0.75
164246,,"JCM 32374, KCCM 43267, MEBiC 09517",1,Roseithermus sacchariphilus,GCA_003285105,0.80
134138,,"KCTC 12370, LMG 22587, KMM 6058, DSM 102948",1,Roseivirga echinicomitans,GCA_001592935,0.4
131264,DY53,"DSM 100771, CGMCC 1.12402, JCM 18885",1,Roseivirga pacifica,GCA_003633845,0.6
13759,sw-2,"DSM 22223, BCRC 17966, LMG 25204",1,Roseivivax isoporae,GCA_000521865,0.85
130619,S5-5,"DSM 29430, CCUG 57755, KCTC 22708",1,Roseivivax lentus,GCA_900156805,0.75
23998,8N4,"DSM 24150, LMG 26121",1,Rosenbergiella nectarea,GCA_900111105,0.85
140322,MM-7,"DSM 106830, NBRC 112431",1,Roseobacter ponti,GCA_012932215,1.10
133919,7515T-07,"KACC 16529, NBRC 108923",1,Roseomonas aerophila,GCA_014490485,1.2
140906,M6-79,"CCTCC AB 2013101, LMG 28251",1,Roseomonas arctica,GCA_018128965,0.80
158692,M3,"KEMB 2255-459, JCM 31275",1,Roseomonas deserti,GCA_001982615,0.70
133456,"CW67T, CW67","KCTC 22211, JCM 15073",1,Roseomonas frigidaquae,GCA_012163145,0.7
71,TH-G33,"DSM 19439, CGMCC 1.3617, JCM 13283, CIP 109168",1,Roseomonas lacus,GCA_014644535,0.65
13962,JA135,"DSM 18985, ATCC BAA-1364, JCM 14191",1,Roseospira goensis,GCA_014197795,0.9
13963,JA131,"DSM 19947, ATCC BAA-1365, JCM 14190",1,Roseospira visakhapatnamensis,GCA_014197915,0.7
130621,SMK-122,"DSM 29438, CCUG 55325, KCTC 22174",1,Roseovarius aestuarii,GCA_019966515,0.45
133325,GHTF-24,"KCTC 52454, NBRC 112420",1,Roseovarius aestuariivivens,GCA_004761875,0.70
166221,GCL-8,"MCCC 1A11651, KCTC 52430",1,Roseovarius amoyensis,GCA_003260265,0.65
141127,R12B,"MCCC 1A09786, KCTC 42506",1,Roseovarius atlanticus,GCA_001441615,0.80
163871,MME-070,"JCM 30757, KCCM 43142",1,Roseovarius faecimaris,GCA_009762325,2.95
130623,HJ50,"DSM 29507, KCTC 22224, LMG 24468",1,Roseovarius halotolerans,GCA_003634925,0.65
24500,112,"DSM 28463, JCM 17743, KACC 16185",1,Roseovarius lutimaris,GCA_900115165,0.6
13770,,"DSM 17069, NCIMB 14077, DFL 24",1,Roseovarius mucosus,GCA_000768555,0.6
130624,NH52J,"DSM 29590, CCTCC AB 208317, LMG 24840, MCCC 1A03543",1,Roseovarius nanhaiticus,GCA_900156535,0.71
159704,TFZ,"MCCC 1K03339, KCTC 52967",1,Roseovarius nitratireducens,GCA_002925845,0.58
130622,81-2,"DSM 29589, CGMCC 1.7083, LMG 24575, MCCC 1A00293",1,Roseovarius pacificus,GCA_014645335,0.53
158669,N53,"MCCC 1H00200, KCTC 52886",1,Roseovarius salinarum,GCA_002834145,0.35
167665,HN-E21,"MCCC 1K03333, LMG 30456",1,Roseovarius spongiae,GCA_003651245,0.90
166405,CA51,"DSM 104080, LMG 29702",1,Rosistilla oblonga,GCA_007751715,1.45
1225,TF-12,"DSM 16205, JCM 11545, KCCM 41589, CIP 108136",1,Rossellomorea aquimaris,GCA_001648555,0.60
1224,TF-11,"DSM 16204, JCM 11544, KCCM 41588, CIP 108135",1,Rossellomorea marisflavi,GCA_001274775,0.70
1258,15-1,"DSM 18898, CIP 108672, HSCC 1663, JCM 11124, NRIC 0531, NRRL B-23890, BCRC 80102, LMG 24742, NBRC 101237",1,Rossellomorea vietnamensis,GCA_001591825,0.75
7661,,"DSM 18442, CCTCC AB 206069, JCM 31975, KCTC 19172, YIM 90716",1,Rothia halotolerans,GCA_004136635,0.8
7664,P31,"DSM 23367, JCM 15915, KCTC 19595, CIP 110210",1,Rothia koreensis,GCA_004136575,1.25
7783,L-143,"DSM 22277, BCRC 17588, LMG 23708, CCUG 55855, JCM 15158",1,Rothia terrae,GCA_012396615,0.75
17801,3-6,"DSM 18029, CGMCC 4.3142, JCM 13910, PCM 2644, NBRC 106322, CIP 109565",1,Ruania albidiflava,GCA_000421225,0.65
13778,5715S-9,"DSM 19297, KACC 12504",1,Rubellimicrobium aerolatum,GCA_017872975,0.8
13777,,"DSM 19309, KCTC 22012, MSL 20",1,Rubellimicrobium mesophilum,GCA_000600335,0.55
13774,"C-lvkR2A-2, C-lvk-R2A-2","DSM 16684, CCUG 51817, HAMBI 2421, CIP 109278",1,Rubellimicrobium thermophilum,GCA_000442315,0.70
166400,Pan54,"DSM 29369, LMG 29789",1,Rubinisphaera italica,GCA_007859715,0.80
158400,ResAG-85,"DSM 105129, JCM 32272",1,Rubneribacter badeniensis,GCA_002899695,0.3
166396,"Pla22, Pla 22","DSM 102267, LMG 29691",1,Rubripirellula amarantea,GCA_007859865,0.90
166397,Poly59,"DSM 103767, LMG 29696",1,Rubripirellula reticaptiva,GCA_007860175,1.00
166398,Poly51,"DSM 103356, VKM B-3438",1,Rubripirellula tenax,GCA_007860125,0.90
159705,SAORIC-165,"NBRC 110691, KCTC 52460",1,Rubritalea profundi,GCA_002954445,0.95
133914,SAORIC-28,"KCTC 23867, NBRC 108816",1,Rubrivirga marina,GCA_002283365,0.7
167641,ICH-3,"BCRC 81155, KCTC 62866, LMG 30930",1,Rubrivivax albus,GCA_004016515,0.60
158426,,"DSM 105148, CGMCC 1.16398, SCSIO 08198, JCM 33406",1,Rubrobacter indicoceani,GCA_003568865,0.45
14036,PRD-1,"DSM 9941, IFO 16129, NBRC 16129, JCM 11954, CIP 105412, NBRC 100952",1,Rubrobacter xylanophilus,GCA_000014185,0.95
17624,KIS3-4,"DSM 22992, JCM 15422, KACC 12734",1,Rudaea cellulosilytica,GCA_000378125,0.5
22986,HOR6-4,"DSM 19560, KACC 12637",1,Rudaeicoccus suwonensis,GCA_007829035,0.7
3834,57155-11,"DSM 19387, KACC 12603, JCM 16390, NBRC 106408",1,Rudanella lutea,GCA_000383955,0.85
166319,HX-22-17,"KCTC 72656, CCTCC AB 2019347",1,Rudanella paleaurantiibacter,GCA_009184635,7.75
24504,TW15,"DSM 29317, JCM 17315, KACC 15115",1,Ruegeria conchae,GCA_000192475,0.4
24502,HD-28,"DSM 28009, CCUG 58878, KCTC 23044",1,Ruegeria faecimaris,GCA_900182615,0.45
24503,MA1-6,"DSM 27839, CCUG 60744, KCTC 23463",1,Ruegeria halocynthiae,GCA_900106805,0.40
24505,CC-GIMAT-2,"DSM 23285, CCM 7758, CCUG 59209, DSM 104504, DSM 29341, LMG 25539",1,Ruegeria intermedia,GCA_900129345,1.1
159879,J95,"MCCC 1K03284, DSM 104293",1,Albibacillus kandeliae,GCA_003116585,0.60
13788,ZH17,"DSM 24837, CGMCC 1.9108, JCM 16262",1,Ruegeria marina,GCA_900101475,0.75
158547,ZGT118,"JCM 19519, ACCC 19862",1,Ruegeria marisrubri,GCA_001507595,0.90
158548,ZGT108,"JCM 19518, ACCC 19861",1,Ruegeria profundi,GCA_001507545,0.75
158531,MDT1-10-3,"CGMCC 1.9789, NBRC 109705",1,Rufibacter glacialis,GCA_008271745,1.00
133023,CAI-18b,"DSM 29854, NCAIM B.02614",1,Rufibacter ruber,GCA_014138425,0.40
166441,H-1,"CGMCC 1.16289, NBRC 113030",1,Rufibacter sediminis,GCA_014269285,0.40
133402,CC-MHH0563,"BCRC 80918, JCM 31066",1,Ruficoccus amylovorans,GCA_014230085,1.35
133073,Ca6,"DSM 103039, ATCC TSD-59",1,Rugosibacter aromaticivorans,GCA_000934545,0.25
8049,Delta3,"DSM 45228, JCM 18305, NBRC 104875",1,Rugosimonospora africana,GCA_016862975,0.75
2567,Cc,"DSM 1351, ATCC 15832, NCIMB 10669, JCM 1422, LMG 5589, BCRC 14495, KCTC 15225, KCTC 3044, VPI 3359",1,Ruminiclostridium cellobioparum subsp. cellobioparum,GCA_000621505,0.55
2760,H10,"DSM 5812, ATCC 35319, JCM 6584",1,Ruminiclostridium cellulolyticum,GCA_000022065,0.80
2848,CDT-1,"DSM 19573, JCM 14807",1,Ruminiclostridium sufflavum,GCA_003208175,0.55
17686,18P13,"DSM 18848, JCM 17042, KCTC 15320",1,Ruminococcus champanellensis,GCA_000210095,1.10
17685,CCRI-16110,"DSM 19829, CCUG 54292, JCM 14987, NML 060141, CIP 109512",1,Ruminococcus gauvreauii,GCA_000425525,0.75
18132,KSC-SF6g,"DSM 25578, NBRC 104870, NRRL B-51320, CIP 110061",1,Rummeliibacillus stabekisii,GCA_007988965,1.105
166297,YX9,"KCTC 62875, CCTCC AB 2018214",1,Runella aurantiaca,GCA_003339505,0.75
3818,EMB13,"DSM 17976, KCTC 12614",1,Runella defluvii,GCA_014195535,0.7
132588,585-1,"DSM 100348, VKM B-2901",1,Ruthenibacterium lactatiformans,GCA_000949455,0.40
158549,HMF6543,"KCTC 52401, NBRC 112674, HME 6543",1,Wocania arenilitoris,GCA_021728535,0.55
170898,ATSA2,"KCTC 43072, CCTCC AB 2019223",1,Saccharibacillus brassicae,GCA_006542275,0.65
140934,WLJ055,"CGMCC 1.15276, KCTC 33693",1,Saccharibacillus deserti,GCA_013185225,0.45
133027,JM-1350,"DSM 103533, CCM 8702, LMG 29710, CIP 111111",1,Saccharibacillus endophyticus,GCA_013185185,1.05
11668,HR1,"DSM 22868, CGMCC 1.6964, JCM 14865, KCTC 13182",1,Saccharibacillus kuerlensis,GCA_000378145,0.45
133208,H6,"CCTCC AB 2016001, JCM 31172",1,Saccharibacillus qingshengii,GCA_013185195,0.55
11667,GR21,"DSM 19268, LMG 24085",1,Saccharibacillus sacchari,GCA_000585395,0.90
63,S-877,"DSM 15669, AJ 13480, JCM 12116",1,Saccharibacter floricola,GCA_000378165,0.90
470,2-40,"DSM 17024, ATCC 43961, CCUG 66513",1,Saccharophagus degradans,GCA_000013665,0.5
167100,LZ-5,"KCTC 62460, CCTCC AB 2017232",1,Saccharospirillum alexandrii,GCA_004000275,0.65
159727,HK-33,"KCTC 62178, MCCC 1K03440",1,Saccharospirillum mangrovi,GCA_003054775,0.35
24542,YIM-Y25,"DSM 19800, KCTC 22169, CCTCC AA 207033, UCCCB26",1,Saccharospirillum salsuginis,GCA_014651855,0.6
131262,F028-2,"DSM 102235, JCM 17627, KCTC 23543",1,Sagittula marina,GCA_014196795,0.5
1680,Se-3111,"DSM 13521, JCM 13524, NBRC 104395, NRRL B-24118",1,Salana multivorans,GCA_003751805,0.55
160625,RR3-28,"DSM 107947, KCTC 52649",1,Salaquimonas pukyongi,GCA_001953055,0.45
5643,,"DSM 23515, KCTC 12560, KMM 7019, LMG 23205",1,Salegentibacter agarivorans,GCA_900113135,0.60
5640,Fg 69,"DSM 17794, CIP 107843, KMM 6000",1,Salegentibacter flavus,GCA_900115145,0.60
5641,,"DSM 23405, KMM 3524, LMG 21968, NBRC 100249, CIP 108846",1,Salegentibacter holothuriorum,GCA_900168045,0.6
5644,ISL-6,"DSM 23401, CCUG 54355, KCTC 12974",1,Salegentibacter salarius,GCA_001752425,0.5
5645,ISL-4,"DSM 23400, CCUG 54354, KCTC 12975",1,Salegentibacter salinarum,GCA_002833365,0.65
159784,K5023,"KCTC 52477, MCCC 1H00173",1,Salegentibacter sediminis,GCA_002078605,0.25
140592,JZ3C34,"KCTC 52047, MCCC 1K02288",1,Salibacter halophilus,GCA_008806325,0.35
1284,17-5,"DSM 18341, CGMCC 1.3227",1,Salibacterium aidingense,GCA_000429685,0.30
1276,CM1,"DSM 21621, CGMCC 1.6134, JCM 14087, CIP 109642",1,Salibacterium qingdaonense,GCA_900114715,0.35
1551,ISL-25,"DSM 23127, CCUG 56755, KCTC 13260, ISL -25",1,Salimicrobium flavidum,GCA_900156645,0.85
1830,SL014B-41A4,"DSM 22962, CGMCC 1.9161",1,Salinarimonas ramus,GCA_014645695,2.30
1829,,"DSM 21201, CCTCC AA 208038, KCTC 22346, YIM YD3",1,Salinarimonas rosea,GCA_000429045,0.70
7489,0543,"DSM 22272, CGMCC 1.5381, JCM 13926",1,Salinibacterium xinjiangense,GCA_014645015,0.65
168453,WDS2A16A,"KCTC 52225, MCCC 1H00139",1,Salinibius halmophilus,GCA_003577475,0.50
14438,Crm,"DSM 23852, JCM 15796, KCTC 13301",1,Salinicoccus carnicancri,GCA_000330705,1.75
14435,W24,"DSM 19336, CGMCC 1.6501",1,Salinicoccus halodurans,GCA_900114445,0.77
14431,,"DSM 17002, CGMCC 1.6511, JCM 19028, KCTC 3941, YIM 70202, CIP 109745",1,Salinicoccus luteus,GCA_000712035,0.9
23290,ZXM223,"DSM 27102, CGMCC 1.8895, LMG 24855",1,Salinicoccus qingdaonensis,GCA_900101075,0.50
166378,L3,"CGMCC 1.17272, KCTC 72572",1,Salinicola corii,GCA_008298015,0.40
132891,CG4.1,"DSM 14325, CECT 5903, LMG 23626, UCCCB105, CG 4.1, CIP 109715",1,Salinicola halophilus,GCA_003206155,1.25
6080,M27,"DSM 18044, CIP 109895, KCTC 12664, UCCCB106",1,Salinicola salarius,GCA_002179555,0.85
140612,F01,"KCTC 42855, CCTCC AB 2015304",1,Salinicola tamaricis,GCA_003006155,0.90
140643,YJ-50-S2,"JCM 30033, CGMCC 1.12572",1,Salinigranum salinum,GCA_009176545,2.50
24516,ISL-46,"DSM 27842, CCUG 56758, KCTC 22485, ISL -46",1,Salinihabitans flavidus,GCA_900110425,0.45
5733,HY1,"DSM 23553, CGMCC 1.6101, JCM 14015, CIP 109554",1,Salinimicrobium catena,GCA_900102915,0.65
133600,,"KCTC 12719, LMG 25395, KMM 6270, KCTC 23286",1,Salinimicrobium marinum,GCA_014651535,0.75
5735,YIM-C338,"DSM 17865, CGMCC 1.6308",1,Salinimicrobium terrae,GCA_000424665,0.80
5734,BH206,"DSM 19287, KCTC 12883",1,Salinimicrobium xinjiangense,GCA_000423585,0.8
471,"BH030046, 25.101","DSM 16280, KCTC 12239",1,Alteromonas chungwhensis,GCA_000378185,0.9
167381,HMF8227,"KCTC 62462, NBRC 113230T, NBRC 113230",1,Saliniradius amylolyticus,GCA_003143555,0.45
17789,,"DSM 24264, CCTCC AB 2011132, JCM 17431, YIM 95161",1,Salinisphaera halophila,GCA_003732545,0.5
133949,YTM-1,"JCM 18087, CECT 8012",1,Salinisphaera japonica,GCA_003788585,1
133667,MK-B5,"KCTC 23198, JCM 17073",1,Salinisphaera orenii,GCA_003788635,0.6
17245,AF-2004,"DSM 19052, CIP 109598",1,Salinivibrio proteolyticus,GCA_001996165,0.55
17246,ND1-1,"DSM 26187, JCM 14472, PCU 301, TISTR 1810",1,Salinivibrio siamensis,GCA_001996005,0.45
140829,S9,"KCTC 33633, LMG 28644",1,Salipaludibacillus aurantiacus,GCA_900111295,0.60
1293,,"DSM 19794, CCTCC AB 207161, KCTC 13187, JSM 071004",1,Salipaludibacillus neizhouensis,GCA_002886185,0.55
141051,,"KCTC 4228T, CGMCC 1.15824, DSM 101065, KCTC 4228, YIM 93745, JCM 17436",1,Saliphagus infecundisoli,GCA_020177375,1.15
13660,CK-I3-6,"DSM 26424, CCTCC AB 209064, LMG 25230, MCCC 1A03060",1,Salipiger marinus,GCA_900100085,0.95
13790,A3,"DSM 16094, CECT 5855, LMG 22090, CIP 108570",1,Salipiger mucosus,GCA_000442255,0.875
1546,CVS-14,"DSM 19612, CIP 108577, LMG 22839",1,Salirhabdus euzebyi,GCA_014207435,0.35
1571,halo-2,"DSM 26530, CGMCC 1.7654, NBRC 104935",1,Salisediminibacterium halotolerans,GCA_003814815,0.65
23765,X4B,"DSM 27696, IBRC-M 10629, KCTC 13827",1,Saliterribacillus persicus,GCA_003337485,0.5
5117,LT2,"DSM 17058, ATCC 43971, CIP 60.62, NCIMB 11450, NCTC 12416, CCUG 42060, JCM 32817, NBRC 13245",1,Salmonella enterica subsp. enterica,GCA_000006945,1.00
1548,CH9d,"DSM 18087, CCM 7365, CECT 7154, CGMCC 1.6287",1,Salsuginibacillus kocurii,GCA_000377705,0.75
166298,FSY-15,"BCRC 81011, LMG 29732, KCTC 52445",1,Sandaracinomonas limnophila,GCA_004005965,0.45
17885,NOSO-4,"DSM 53668, NCCB 100362",1,Sandaracinus amylolyticus,GCA_000737325,0.85
158620,TH057,"CGMCC 1.15803, LMG 30294",1,Sandarakinorhabdus cyanobacteriorum,GCA_002251755,0.80
14167,so42,"DSM 17366, CECT 7086, CIP 109260",1,Sandarakinorhabdus limnophila,GCA_000420765,0.31
14042,,"DSM 18966, JCM 14623, KCTC 13143, Kopri 21702",1,Sanguibacter antarcticus,GCA_002564005,0.5
133099,ISLP-3,"DSM 100501, ATCC TSD-17, JCM 30887",1,Sanguibacter gelidistatuariae,GCA_900096585,0.45
158825,"TSD-72, RKSG058",LMG 29871,1,Sansalvadorimonas verongulae,GCA_009711465,0.90
140375,,"DSM 29762, CIP 110873, MOLA 117",1,Saonia flava,GCA_011927795,0.55
168376,SA-152,"DSM 29805, NCAIM B.02613T, NCAIM B.02613",1,Sapientia aquatica,GCA_004358105,0.60
162,D145A-07,"DSM 6843, ATCC 49285, CCUG 32935, VPI D145A-07, CIP 104749, VPI D145A-7",1,Schaalia georgiae,GCA_000429245,0.95
161,,"CCUG 21024, LMG 16161, DSM 20733, ATCC 35568, CIP 103148, VPI 8617, PIP 2477B",1,Schaalia meyeri,GCA_900105015,0.70
599,"1, BAI","CCUG 28517, NRRL B-14310, DSM 1046, ATCC 29788, CCM 2849, CIP R925, JCM 12210, BCRC 15923, BCRC 16018, CIP 77.28, HAMBI 1884, IFO 15712, KCTC 3447, LMG 9581, NBRC 15712, NCCB 93150, NCIMB 11859, NRRL B-14522",1,Schinkia azotoformans,GCA_000307855,0.95
24131,LY-73,"DSM 28193, CCTCC M 2011481, KACC 16878",1,Schleiferilactobacillus shenzhenensis,GCA_000469325,0.7
11945,,"DSM 18645, MPL 7",1,Schlesneria paludicola,GCA_000255655,1.05
133011,ZQ18-1,"DSM 28236, CICC 10824",1,Scopulibacillus daqui,GCA_016908855,0.7
6697,,"DSM 19909, BCRC 17810, JCM 15043, YIT 11304, LMG 30911",1,Secundilactobacillus odoratitofui,GCA_001313185,0.35
24133,,"DSM 26518, JCM 18671, KCTC 21047, SG 293, CIP 110586",1,Secundilactobacillus oryzae,GCA_000740055,1
140410,IWT25,"DSM 102974, JCM 31145, LMG 30918",1,Secundilactobacillus pentosiphilus,GCA_002217985,0.7
140409,IWT5,"DSM 102973, JCM 31144, LMG 30917",1,Secundilactobacillus silagincola,GCA_002583405,0.7
6694,M36,"DSM 23365, JCM 2765, LMG 23904, BCRC 80777, CIP 110209",1,Secundilactobacillus similis,GCA_001311075,0.5
132448,MO-SEDI,"DSM 24004, JCM 17293",1,Sedimentibacter acidaminivorans,GCA_017873955,0.50
13671,NH52F,"DSM 24252, CCTCC AB 208316, LMG 24841, MCCC 1A04178",1,Sedimentitalea nanhaiensis,GCA_000473225,0.71
1556,"NHBX-5, NHBX5","DSM 19340, CGMCC 1.6502, CIP 110033",1,Sediminibacillus albus,GCA_900101125,0.5
1555,EN8d,"DSM 18088, CCM 7364, CECT 7148, CGMCC 1.6199",1,Sediminibacillus halophilus,GCA_900103695,0.9
24737,,"DSM 22335, JCM 15794, KCTC 12833, DCY 13, KACC 15019",1,Sediminibacterium ginsengisoli,GCA_900167075,0.8
158552,SYL130,"KCTC 52860, CCTCC AB 2017082",1,Sediminibacterium roseum,GCA_009939005,0.40
24736,NJ-44,"DSM 27476, CGMCC 1.6845, NBRC 103935",1,Sediminibacterium salmoneum,GCA_000511175,0.25
13849,,"DSM 21189, CCTCC AA 208033, KCTC 22349, YIM B024",1,Sediminimonas qiaohouensis,GCA_000423645,0.425
14336,BA-2,"DSM 16054, ATCC 35968",1,Sediminispirochaeta bajacaliforniensis,GCA_000378205,0.25
131161,"Mok-1-85, MOK1-85","DSM 28229, CIP 109411, KCTC 12970, NBRC 101625",1,Sediminitomix flava,GCA_003149185,0.6
140907,F23,"JCM 19771, CGMCC 1.12785, MCCC 1A09945",1,Sediminivirga luteola,GCA_014639315,0.35
12541,E 9.33,"DSM 16972, CCUG 50418, JCM 13447",1,Prevotella baroniae,GCA_000426585,0.6
158507,,"DSM 100619, JCM 30867, SBC 8034",1,Prevotella cerevisiae,GCA_024054555,0.8
12547,CB 7,"DSM 18205, JCM 13464, CCUG 58058",1,Prevotella copri,GCA_000157935,0.83
12557,W1609,"DSM 19339, CCUG 54766, JCM 15638",1,Prevotella maculosa,GCA_000382385,0.7
12558,KB7,"DSM 17968, JCM 13650, KCTC 15702",1,Prevotella paludivivens,GCA_000373185,0.75
12538,EPSA11,"CCUG 51934, DSM 15606, JCM 12084, KCTC 15077",1,Prevotella salivae,GCA_000185845,0.65
133588,6424S-61,"KACC 14119, NBRC 106135",1,Segetibacter aerophilus,GCA_007991655,1.00
17760,GS664,"DSM 18137, KCTC 12655, Gsoil 664, CIP 109820",1,Segetibacter koreensis,GCA_000374045,1.15
14050,,"DSM 44985, ATCC BAA-972, CDC 1076, CIP 108378, JCM 13578, CCUG 50837",1,Segniliparus rotundus,GCA_000092825,0.4
14052,,"DSM 45345, ATCC BAA-974, CCUG 50838, CDC 945, CIP 108380, JCM 13579",1,Segniliparus rugosus,GCA_000185725,0.4
164210,Sp-1,"JCM 32162, KCTC 62036",1,Segnochrobactrum spirostomi,GCA_009600605,0.98
23885,S4,"DSM 24984, ATCC BAA-2290",1,Seleniivibrio woodruffii,GCA_004339245,0.15
17166,WG,"DSM 23594, CGMCC 1.5073, JCM 15470, KCTC 15154",1,Selenomonas bovis,GCA_000381005,1
132393,,"DSM 103502, BR 72, KCTC 15479, JCM 30749",1,Sellimonas intestinalis,GCA_001280875,0.70
167519,KGMB04484,"KCTC 15721, CCUG 72347",1,Senegalimassilia faecalis,GCA_004135645,0.75
140808,NF48,"MCCC 1K01157, KCTC 42650",1,Seohaeicola zhoushanensis,GCA_014656415,0.70
141085,Gy8,"KCTC 42396, CICC 23816",1,Seonamhaeicola algicola,GCA_007997385,0.40
158553,B011,"MCCC 1H00146, NBRC 112333",1,Seonamhaeicola marinus,GCA_008085455,0.60
166320,W255,"MCCC 1H00377, KCTC 72085",1,Seonamhaeicola sediminis,GCA_004358095,0.55
168195,GH4-78,"DSM 106349, KCTC 62383",1,Seongchinamella unica,GCA_004354085,0.95
1681,Kis4-28,"DSM 21801, NBRC 104924",1,Serinibacter salmoneus,GCA_002563925,0.45
6283,JC1078,"DSM 15273, IMSNU 14026, KCTC 9980, CCUG 51944, JCM 13024, CIP 108477",1,Serinicoccus marinus,GCA_000421245,0.7
132680,3b,"DSM 100013, JCM 30645",1,Serpentinicella alkaliphila,GCA_004345905,0.50
5168,DZ0503SBS1,"DSM 21420, CGMCC 1.6853, DSM 22964, KCTC 22130, JCM 14855, LMG 26067, CCM 7985, CIP 111051",1,Serratia nematodiphila,GCA_000738675,0.65
140703,J11-6,"ACCC 19934, KCTC 52529",1,Serratia oryzae,GCA_001976145,0.62
5166,,"DSM 16952, CCUG 50595, LMG 22860, NIVA NiVa51, JCM 13046, BCRC 17594, CCM 7336, CIP 108937, JCM 16474, NiVa 51",1,Serratia ureilytica,GCA_013375155,0.85
5376,ST18,"DSM 18934, JCM 14210, KCTC 15217, CCUG 58059",1,Sharpea azabuensis,GCA_000702165,0.85
14076,c941,"DSM 17171, JCM 13041, CIP 109339",1,Shewanella abyssi,GCA_023284025,0.90
134072,,"KACC 16187, JCM 17801, SC 18",1,Shewanella aestuarii,GCA_014647215,0.65
132976,ST-6,"DSM 23803, JCM 31091, KCTC 23253",1,Shewanella algicola,GCA_014648035,0.60
134224,S13,"LMG 23746, NBRC 102032",1,Shewanella algidipiscicola,GCA_003605125,0.6
134099,SW-120,"KCCM 41821, JCM 12193, CIP 108633, KCTC 22430",1,Shewanella aquimarina,GCA_023349185,0.75
133709,IR 12,"KCTC 23109, JCM 16723",1,Shewanella frigidimarina,GCA_003797125,0.65
14081,HAW-EB5,"CIP 109519, DSM 18400, CCUG 54554, NCIMB 14239",1,Shewanella atlantica,GCA_003966265,0.55
