ID,designation_header,strain_number_header,is_type_strain_header,species,Genome seq. accession number,Kind of temperature,Temperature
166132,TBZ2,"LMG 29674, KCTC 52410",1,Pseudomonas khazarica,GCA_004521985,optimum,30
13155,B13,"DSM 6978, CCUG 54928, CIP 109584, DSM 624, LMG 23759",1,Pseudomonas knackmussii,GCA_000689415,optimum,30.5
167657,P5773,"CCM 8849, LMG 30618T, LMG 30618",1,Pseudomonas leptonychotis,GCA_004920405,optimum,25
13092,"P 513/18, P513/18","DSM 15835, CIP 109623, LMG 21995",1,Pseudomonas lurida,GCA_002563895,optimum,21
13114,OK2,"DSM 17257, CECT 5822, LMG 21974, CCM 8844",1,Pseudomonas lutea,GCA_000759445,optimum,25
164180,,"JCM 32061, TBRC 7080, DMKU BBB3-04",1,Pseudomonas mangiferae,GCA_007109405,optimum,29.00
13162,,"DSM 23972, JCM 14761, NRIC 0729, CCUG 59022, KMM 3042",1,Pseudomonas marincola,GCA_900116605,optimum,26.5
166168,GL14,"CGMCC 1.13874, NBRC 113853",1,Stutzerimonas nitrititolerans,GCA_003696285,optimum,33.50
166254,A31/70,"CECT 9981, CCUG 73638",1,Stutzerimonas nosocomialis,GCA_005876855,optimum,37
13125,,"KMM 330, CIP 108699, DSM 17577, CCUG 46540, JCM 12285, NRIC 0583, CGMCC 1.7687",1,Halopseudomonas pachastrellae,GCA_001989375,optimum,24
13140,,"DSM 18529, CIP 108524, IMSNU 14100, KCTC 12330, CG 20106, IMSNU 14101",1,Pseudomonas marginalis,GCA_007858175,optimum,19.5
140300,WS 4672,"DSM 29164, LMG 28439",1,Pseudomonas paralactis,GCA_001439735,optimum,29.00
13176,CL-AP6,"DSM 25163, JCM 15562, KCCM 90073",1,Halopseudomonas pelagia,GCA_000410875,optimum,25
13130,R-20805,"DSM 17833, CCM 7693, LMG 23201, CCUG 53775, CIP 109374",1,Pseudomonas peli,GCA_012986145,optimum,33.50
158812,M5,"CCTCC AB 2017186, KCTC 62119, CICC 24308",1,Pseudomonas profundi,GCA_008638305,optimum,25
13095,,"DSM 15321, CCM 7690, CCUG 51515, CMS 64, CIP 108464, MTCC 4994",1,Pseudomonas proteolytica,GCA_007858275,optimum,33
13105,C36,"DSM 15758, LMG 21977, CCUG 51516, CIP 108579",1,Pseudomonas psychrotolerans,GCA_012985915,optimum,20.5
140983,ID3,"LMG 29328, CCOS 865, CIP 111525",1,Pseudomonas reidholzensis,GCA_900536025,optimum,27.50
24439,CC-OPY-1,"DSM 27945, BCRC 80399, JCM 18195",1,Pseudomonas sagittaria,GCA_900115715,optimum,30
166315,16W4-4-3,"CGMCC 1.13350, KCTC 72619",1,Pseudomonas saliphila,GCA_008638345,optimum,25
24433,MS-3,"DSM 25633, JCM 16046, KACC 14032, KCTC 22612, NBRL 105641, CCUG 69583",1,Pseudomonas taeanensis,GCA_000498575,optimum,26.50
13180,CMS,"DSM 21245, BCRC 17751",1,Pseudomonas taiwanensis,GCA_000425785,optimum,33.50
164374,T3,"JCM 32830, ACCC 60124",1,Stutzerimonas urumqiensis,GCA_003640395,optimum,30
140982,ID2,"LMG 29327, CCOS 864, CIP 111526",1,Pseudomonas wadenswilerensis,GCA_900497695,optimum,27.50
132438,WS 4993,"DSM 29166, LMG 28437",1,Pseudomonas weihenstephanensis,GCA_001043055,optimum,25.00
24437,BY-1,"DSM 27927, ACCC 05688, KACC 15471",1,Pseudomonas zeshuii,GCA_900141925,optimum,32.5
13400,,"DSM 45401, BCC 28481, NBRC 104274, NRRL B-24609, GMKU 095, TISTR 1862, JCM 16707, CIP 110060",1,Pseudonocardia acaciae,GCA_000620785,optimum,37
13368,,"DSM 44104, IFO 14991, NBRC 14991, VKM Ac-901, JCM 9103, CGMCC 4.1531, IMSNU 20049, KCTC 9691",1,Pseudonocardia alni,GCA_002813375,optimum,30
13393,"H9, CMGCC 4.1877","DSM 44958, CGMCC 4.1877, JCM 12462, CIP 109186, CGMCC 4.11877",1,Pseudonocardia ammonioxydans,GCA_900115005,optimum,25.00
13388,"DVS-5a1, MTCC-4297","DSM 44749, MTCC 4297, JCM 12172, CIP 108584, DVS 5a1",1,Pseudonocardia antarctica,GCA_013408715,optimum,28
13392,CB 1190,"DSM 44775, ATCC 55486, JCM 13855",1,Pseudonocardia dioxanivorans,GCA_000196675,optimum,28
13397,,"DSM 44969, CCTCC AA 206026, KCTC 19150, YIM 56035, JCM 16220, BCRC 16906",1,Pseudonocardia endophytica,GCA_004339565,optimum,26
13352,,"DSM 43281, ATCC 15104, NCIB 9436, JCM 3392, BCRC 13740, CGMCC 4.1218, HUT 6554, IFO 14498, IMET 7645, IMSNU 22140, KCTC 9301, KCTC 9692, NBRC 14498, NCIMB 9436, NRRL B-16171, PCM 2249, VKM Ac-799, VTT E-073031",1,Pseudonocardia hydrocarbonoxydans,GCA_006539565,optimum,30
13394,D10,"DSM 44984, CGMCC 4.3143, JCM 13909",1,Pseudonocardia oroxyli,GCA_900102195,optimum,28
13402,04-St-002,"DSM 45256, CCM 7582, CCUG 56962, JCM 16609",1,Pseudonocardia parietis,GCA_017876315,optimum,28
13370,592,"DSM 44248, IFO 16205, NBRC 16205, JCM 10411, CGMCC 4.1533, CIP 105686, IMSNU 22143, NCIMB 13545, VTT E-073032",1,Pseudonocardia sulfidoxydans,GCA_007989085,optimum,28
13395,K1,"DSM 44239, CIP 109050, CCUG 52126, JCM 14745",1,Pseudonocardia tetrahydrofuranoxydans,GCA_001313405,optimum,27.50
13359,,"DSM 43832, ATCC 19285, CBS 277.66, IAM 14290, JCM 3095, NCIB 10079, BCRC 12539, CGMCC 4.1303, IFO 15559, KCTC 9151, NBRC 15559, NCIMB 10079, NRRL B-1978, VKM Ac-896",1,Pseudonocardia thermophila,GCA_900142365,optimum,40
158599,157,"KCTC 52654, MCCC 1K03317",1,Pseudooceanicola lipolyticus,GCA_002786325,optimum,30
130612,AZO-C,"DSM 29588, BCRC 17591, KCTC 22753, LMG 23705",1,Pseudooceanicola marinus,GCA_002786295,optimum,31.5
13688,SS011B1-20,"DSM 18065, CGMCC 1.6293, LMG 23508, CIP 109530",1,Pseudooceanicola nanhaiensis,GCA_000688295,optimum,28
130613,,"DSM 29619, CGMCC 1.7292, LMG 24663, JLT 1210",1,Pseudooceanicola nitratireducens,GCA_900109195,optimum,28
168348,XY-99,"KCTC 72211, MCCC 1K03607",1,Pseudooceanicola onchidii,GCA_004959925,optimum,36.00
13733,20188,"DSM 23566, CGMCC 1.6500, JCM 14644",1,Pseudophaeobacter arcticus,GCA_000473205,optimum,19.5
24494,306,"DSM 25627, CIP 110369, UBOCC 3187",1,Pseudophaeobacter leonis,GCA_002087335,optimum,19.5
166178,,"CCTCC AB 2017195, KCTC 62198, CY 03",1,Pseudooceanicola sediminis,GCA_003575965,optimum,30
133859,ZS3-33,"CGMCC 1.10836, KCTC 23700",1,Pseudorhodobacter antarcticus,GCA_001202015,optimum,15
133680,HDW-19,"KCTC 23043, CCUG 58879",1,Pseudorhodobacter aquimaris,GCA_001202025,optimum,30
141126,,"PAMC 27389, JCM 30764, KCTC 42640",1,Cypionkella psychrotolerans,GCA_001294535,optimum,17.50
133867,WT-MW11,"KCTC 23672, CCUG 61506",1,Pseudorhodobacter wandonensis,GCA_001202035,optimum,25
133823,NAFc-7,"BCRC 80210, LMG 26333, KCTC 23314",1,Pseudorhodoferax aquiterrae,GCA_014652235,optimum,30
3030,TBEA3,"DSM 21634, LMG 24555",1,Pseudorhodoferax soli,GCA_003337555,optimum,30
168525,C1-9,"CGMCC 1.13864, KCTC 62325",1,Methylibium rhizosphaerae,GCA_006386545,optimum,30
141080,DB-4,"KCTC 52038, CECT 9025",1,Pseudoroseicyclus aestuarii,GCA_003217255,optimum,30
134212,SW-255,"KCTC 12737, JCM 13603, DSM 110540, CECT 7680, CGMCC 1.7689, CIP 109548",1,Pseudoruegeria aquimaris,GCA_900172235,optimum,37
130631,WM67,"DSM 29328, JCM 18872, KACC 17214",1,Pseudoruegeria haliotis,GCA_003003255,optimum,30
13736,F423,"DSM 16392, IAM 15084, KCTC 12308, NBRC 100514, JCM 21545",1,Pseudovibrio ascidiaceicola,GCA_900114245,optimum,20.00
23228,Ad2,"DSM 24994, NCIMB 14761",1,Pseudovibrio axinellae,GCA_001623255,optimum,24
13737,DN34,"DSM 17465, BCRC 17323, JCM 12308, CIP 108640, IAM 15184, NBRC 100825",1,Pseudovibrio denitrificans,GCA_001310815,optimum,30
13683,"LA33B, BAA-994","DSM 16456, ATCC BAA-994, CIP 108449",1,Pseudovibrio exalbescens,GCA_000422785,optimum,45
134242,,"IAM 15442, NCIMB 14279, KCTC 12861, WSF 2, JCM 23208",1,Pseudovibrio japonicus,GCA_014651595,optimum,27.50
141084,UST20140214-052,"KCTC 42384, MCCC 1K00452",1,Pseudovibrio stylochi,GCA_001562055,optimum,26.50
17442,"CC 4, CC-CC4, CC-4","DSM 19599, CIP 109513, CCUG 54547",1,Pseudoxanthobacter soli,GCA_900148505,optimum,37
17508,"TR6-08, 49.101","CCUG 55487, CIP 108710, DSM 17801, IAM 15115, KCTC 12207, JCM 21575, NBRC 101159",1,Pseudoxanthomonas daejeonensis,GCA_010093205,optimum,30
17511,DS-16,"DSM 21858, CIP 108839, KCTC 12543, CCUG 53910",1,Pseudoxanthomonas dokdonensis,GCA_001431405,optimum,30
17505,12-3,"DSM 17109, CCUG 48231, CIP 107388, JCM 11525, AJ 13070",1,Pseudoxanthomonas japonensis,GCA_010093445,optimum,33.5
17509,JA40,"DSM 18571, ATCC BAA-1031, CIP 108476, CCUG 55486",1,Pseudoxanthomonas kalamensis,GCA_010211745,optimum,33.50
134100,T7-09,"KCTC 12208, IAM 15116, CCUG 55488, CIP 108711, JCM 21576, NBRC 101160, KCTC 52048",1,Pseudoxanthomonas koreensis,GCA_010093225,optimum,30
17504,AMX26B,"DSM 17121, CCUG 49454, CIP 106674, JCM 11524, ATCC 700993, AMX 26B",1,Pseudoxanthomonas mexicana,GCA_010093385,optimum,33.5
17514,BD-c54,"DSM 19373, KCTC 22080",1,Pseudoxanthomonas sacheonensis,GCA_010093305,optimum,27.50
17512,,"CIP 109720, DSM 18855, CCUG 53828, IMMIB AFH-5",1,Pseudoxanthomonas spadix,GCA_003703395,optimum,29.5
17506,4M1,"DSM 17175, CIP 109444, KACC 11320",1,Pseudoxanthomonas suwonensis,GCA_010093235,optimum,30
17513,GR12-1,"DSM 18204, CIP 109605, KACC 11580",1,Pseudoxanthomonas yeongjuensis,GCA_010093345,optimum,28
23028,,"DSM 19858, JCM 11733, KCTC 22016, KMM 3531, CECT 7618",1,Pseudozobellia thermophila,GCA_900141855,optimum,26.5
5784,HAW-EB21,"DSM 19335, JCM 14977",1,Psychrilyobacter atlanticus,GCA_000426625,optimum,18.5
158270,NEAU-3TGS17,"DSM 100484, CGMCC 1.15308",1,Psychrobacillus lasiicapitis,GCA_006861795,optimum,29.00
8196,SW-210,"DSM 16329, KCTC 12254, CIP 108795",1,Psychrobacter aquimaris,GCA_016107525,optimum,27.5
8203,273-4,"DSM 17307, CIP 109905, VKM B-2377",1,Psychrobacter arcticus,GCA_000012305,optimum,22
8207,"SW-238, JG-238","DSM 23510, JCM 12601, KCTC 12313, CIP 109014",1,Psychrobacter celer,GCA_016107555,optimum,32.5
8194,JG-219,"DSM 16327, KCTC 12256, CIP 108733",1,Psychrobacter cibarius,GCA_016107535,optimum,27.5
8202,"5, K5","DSM 17306, VKM B-2378, CIP 110990",1,Psychrobacter cryohalolentis,GCA_000013905,optimum,22
139044,,"CIP 111025, KCTC 42280, CCTCC AB 2014019",1,Psychrobacter glaciei,GCA_014652895,optimum,27.00
8208,L-1110,"DSM 21542, CCUG 56590, IMMIB L-1110, CIP 110018",1,Psychrobacter lutiphocae,GCA_000382145,optimum,23.5
8201,SW-242,"DSM 16330, KCTC 12255, CIP 108796",1,Psychrobacter namhaensis,GCA_016107545,optimum,27.5
168046,I-STPP5b,"LMG 30301, CIP 111410, CCM 8799, CCM 8799T, LMG 30301T",1,Psychrobacter pygoscelis,GCA_004335015,optimum,17.00
5630,"WS 4520, G 5209","DSM 23581, CCUG 59705, LMG 25857, WCC 4520",1,Psychroflexus halocasei,GCA_900107595,optimum,28.5
166337,C1,"MCCC 1H00415, KCTC 72796",1,Psychroflexus maritimus,GCA_011089875,optimum,29.00
141091,X15M-8,"CGMCC 1.12931, JCM 30616",1,Psychroflexus planctonicus,GCA_014640195,optimum,25
141092,X15M-6,"CGMCC 1.12925, JCM 30615",1,Psychroflexus salis,GCA_014640175,optimum,22.50
23019,YIM-C238,"DSM 19803, CCTCC AA 207030, KCTC 22166",1,Psychroflexus sediminis,GCA_900099815,optimum,27.5
5629,"LA1, LA1T","DSM 15496, ATCC BAA-734, CIP 108448",1,Psychroflexus tropicus,GCA_000378765,optimum,30
159836,,"JCM 31143, KACC 19070, MCC 2780, MTCC 12460, IHBB 11108",1,Psychromicrobium lacuslunae,GCA_000950575,optimum,28
133081,AK20-18,"DSM 102047, LMG 29369",1,Psychromicrobium silvestre,GCA_013408295,optimum,25.00
134357,,"JCM 14784, ATCC BAA-1526, JAMM 0404",1,Psychromonas aquimarina,GCA_000428725,optimum,22.50
134244,K41G,"JCM 11830, ATCC BAA-638",1,Psychromonas hadalis,GCA_000420245,optimum,6
133850,F051-1,"KCTC 23539, JCM 17632",1,Psychroserpens damuponensis,GCA_000826655,optimum,25
134187,,"KCCM 42261, JCM 13413, KOPRI 13649, CIP 109253",1,Psychroserpens mesophilus,GCA_000826645,optimum,30
159736,T8,"CGMCC 1.15924, KCTC 333888",1,Pueribacillus theae,GCA_003097615,optimum,41.00
141170,4GSH07,"CGMCC 1.15448, LMG 29214",1,Puia dinghuensis,GCA_014642875,optimum,28
166316,RR4-38,"KCTC 52651, DSM 108068",1,Pukyongia salina,GCA_002966125,optimum,27.50
133210,7578-24,"CGMCC 1.15371, JCM 31236",1,Pullulanibacillus camelliae,GCA_014642655,optimum,33.50
166528,SC2-7,"KACC 19309, NBRC 113102",1,Pulveribacter suum,GCA_003013695,optimum,29.00
140731,JSSK-17,"KCTC 52765, NBRC 112766",1,Puniceibacterium confluentis,GCA_007923445,optimum,30
17650,,"DSM 26450, JCM 14086, KCCM 42343, NBRC 101964, IMCC 1545",1,Puniceicoccus vermicola,GCA_014230055,optimum,27.5
364,,"DSM 25164, JCM 14767, KCTC 22046, DCY 25",1,Allopusillimonas ginsengisoli,GCA_004153455,optimum,30
365,B201,"DSM 25667, JCM 16917, KACC 14927",1,Pusillimonas harenae,GCA_004153685,optimum,30
363,MJ07,"DSM 25264, JCM 16386, KCTC 22455",1,Pusillimonas soli,GCA_004153445,optimum,30
166456,YE3,"KCTC 62737, NBRC 113113",1,Pusillimonas thiosulfatoxidans,GCA_004022565,optimum,30
133960,E403,"CCTCC AB 2012862, CGMCC 41.12333, KCTC 32192, CGMCC 1.12333",1,Pustulibacterium marinum,GCA_900116665,optimum,28
17785,W5455,"DSM 21147, CCUG 55836, KCTC 15164, JCM 16336",1,Pyramidobacter piscolens,GCA_000177335,optimum,30
132578,Souchothèque de Bretagne BG1337,"DSM 101590, NCB 100",1,Pyrococcus kukulkanii,GCA_001577775,optimum,105
132610,Su06,"DSM 28599, ATCC BAA-2559",1,Pyrodictium delaneyi,GCA_001412615,optimum,91.00
158527,GYP-11,"CGMCC 1.15125, KCTC 42509",1,Pyruvatibacter mobilis,GCA_009910475,optimum,30
6329,AG-019,"DSM 44889, ATCC BAA-1104, CIP 108941, JCM 16010, NBRC 106147",1,Quadrisphaera granulorum,GCA_003149145,optimum,37
141111,CGI-09,"DSM 29781, JCM 31785",1,Quisquiliibacterium transsilvanicum,GCA_014202215,optimum,27.50
166374,SAP-19,"KACC 21744, NBRC 114407",1,Rahnella aceris,GCA_011684115,optimum,27.50
158700,SPSPC-11,"CECT 9012, LMG 29233",1,Raineya orbicola,GCA_002843425,optimum,50
133021,LZ-22,"DSM 100494, ATCC TSD-18, JCM 30886",1,Raineyella antarctica,GCA_900092135,optimum,26.00
141112,CJ661,"KACC 19305, JCM 32081",1,Ramlibacter alkalitolerans,GCA_016722765,optimum,30
166265,18x22-1,"GDMCC 1.1584, KCTC 52922",1,Ramlibacter humi,GCA_004681975,optimum,30
141113,G-3-2,"KEMB 9005-573, KACC 19175, JCM 31918",1,Ramlibacter monticola,GCA_016722785,optimum,26.00
141048,THG-YS3.2.7,"KCTC 52083, CCTCC AB 2015357",1,Ramlibacter rhizophilus,GCA_004681965,optimum,32.50
7483,CS14,"DSM 7488, ATCC 49908, ICMP 9525, NCPPB 3552, JCM 9669, CIP 104617, VKM Ac-1600",1,Rathayibacter toxicus,GCA_000425325,optimum,28
24684,,"DSM 25897, CCTCC AB 2012062, YIM 77974",1,Rehaibacterium terrae,GCA_014202935,optimum,45
159843,DC003,"KCTC 42867, MCCC 1H00130",1,Reichenbachiella versicolor,GCA_003171675,optimum,28
11293,"R 59, R59","DSM 15388, CECT 7363, CIP 108810, KMM 3655",1,Reinekea marinisedimentorum,GCA_004341165,optimum,20.5
166392,SSH23,"KACC 21168, NBRC 113795",1,Reinekea thalattae,GCA_008041945,optimum,28
133909,KIS14-15,"KACC 13034, NBRC 108950",1,Reyranella soli,GCA_007992495,optimum,30
132963,R49,"DSM 105074, JCM 30685, KACC 18395, KEMB 9005-318",1,Rhabdobacter roseus,GCA_014202275,optimum,27.50
2460,SW-353,"DSM 22684, JCM 14331, KCTC 12840, CGMCC 1.10346",1,Rheinheimera aquimaris,GCA_020531985,optimum,33.5
133764,LH2-2,"CGMCC 1.7003, NBRC 105632",1,Rheinheimera longhuensis,GCA_014653435,optimum,30
140034,"E407-8, E407.8","DSM 22401, CCTCC AB 209089, KACC 14030, CCTCC AB 20908",1,Rheinheimera nanhaiensis,GCA_000296695,optimum,37
163799,PKS7,"JCM 30460, KCTC 42365",1,Rheinheimera pleomorphica,GCA_011634895,optimum,33.50
158757,KH87,"ATCC BAA-2715, CIP 111115, DSM 100018",1,Rheinheimera salexigens,GCA_001752395,optimum,34.50
2462,JA3-B52,"DSM 19460, CGMCC 1.6362, JCM 14254",1,Rheinheimera tangshanensis,GCA_008017875,optimum,30
2456,A62-14B,"DSM 17496, ATCC BAA-1235",1,Rheinheimera texasensis,GCA_000711985,optimum,33.5
133176,,"BR 10423, HAMBI 3664",1,Rhizobium altiplani,GCA_001542405,optimum,29.00
132978,Po 20/26,"DSM 100211, LMG 28788",1,Mycoplana azooxidifex,GCA_014196765,optimum,27.50
166529,C5,"CCTCC AB 2018143, LMG 30777",1,Rhizobium chutanense,GCA_002531935,optimum,28
13630,L61,"DSM 17795, JCM 21505, BCRC 80436, CCBAU 10050, IAM 15042, KCTC 12121, NBRC 102495, NCIMB 14499",1,Rhizobium daejeonense,GCA_011045155,optimum,23
166117,SPY-1,"ACCC 61627, JCM 33732",1,Neorhizobium deserti,GCA_004358025,optimum,30
13633,,"DSM 19331, CCBAU 33202, JCM 14381, LMG 23997, JCM 14831",1,Rhizobium pisi,GCA_003985135,optimum,28
133217,LPU83,"CECT 9014, LMG 29160",1,Rhizobium favelukesii,GCA_000577275,optimum,28
166106,CL12,"GDMCC 1.1597, KACC 21281",1,Peteryoungia glycinendophyticum,GCA_006443685,optimum,30
13648,YC6881,"DSM 21600, KACC 13775",1,Rhizobium halophytocola,GCA_017873095,optimum,29
170906,JKLM 12A2,"MCC 3961, KACC 21380, JCM 33658",1,Rhizobium indicum,GCA_005862305,optimum,28
140867,shin9-1,"LMG 27163, KCTC 32148",1,Rhizobium ipomoeae,GCA_004912165,optimum,30
134342,,"LMG 24208, HAMBI 2971, CCBAU 41251",1,Rhizobium miluonense,GCA_900094545,optimum,27.5
13635,,"DSM 21814, CCBAU 83401, HAMBI 2975, LMG 23946",1,Rhizobium multihospitium,GCA_900094585,optimum,28
24484,SL-1,"DSM 26482, ACCC 11238, KCTC 23288",1,Neorhizobium petrolearium,GCA_017873175,optimum,30
167241,,"UPM 1133, CECT 9542, LMG 30526",1,Rhizobium ruizarguesonis,GCA_012349115,optimum,28
166317,NAU-18,"KCTC 62418, CCTCC AB 2018075",1,Rhizobium terrae,GCA_003425685,optimum,30
13639,,"DSM 25379, CCBAU 85046, LMG 25225, HAMBI 3066",1,Rhizobium tubonense,GCA_003240585,optimum,27.50
7573,B-1973,"DSM 7307, ATCC 19584, CECT 908, LMG 16473, NCIMB 9729, NRRL B-1973, JCM 11566, BCRC 14858, CIP 82.105, IAM 14871, KCTC 3388, LMG 17310, MTCC 22, NCFB 2326, PCM 2469, NCDO 2326",1,Rhizobium viscosum,GCA_014873945,optimum,28
140985,166,"CGMCC 1.15279, DSM 100734",1,Rhizobium wenxiniae,GCA_014201355,optimum,30
159888,W44,"CCTCC AB 2017179, GDMCC 1.1257, KCTC 62194",1,Rhizobium wuzhouense,GCA_003205195,optimum,30
140624,Ndbn-20,"KACC 18661, CCTCC AB 2016143, DSM 107650",1,Rhizorhabdus dicambivorans,GCA_002355275,optimum,30
17525,2APBS1,"DSM 23569, JCM 17641",1,Rhodanobacter denitrificans,GCA_000230695,optimum,30
166096,B2A1Ga4,UCCCB112,0,Rhodanobacter sp.,GCA_018101315,optimum,25
17515,B39,"DSM 17631, LMG 23181, CIP 109139",1,Rhodanobacter spathiphylli,GCA_000264295,optimum,35
17518,LCS2,"DSM 18863, KCTC 12771",1,Rhodanobacter thiooxydans,GCA_000264375,optimum,30
13823,JA296,"DSM 19945, CCUG 55130, JCM 14887",1,Rhodobacter aestuarii,GCA_003053525,optimum,30
135947,,"CIP 104374, ATCC 33485, DSM 2131, LMG 4305, NCIMB 11576, UCCCB1, DSM 26431, IFO 16437, NBRC 16437",1,Rhodobacter blasticus,GCA_003034965,optimum,30
13825,JA192,"DSM 18678, JCM 14543, MTCC 8172, CCUG 53723",1,Cereibacter johrii,GCA_001720585,optimum,30
134339,JA276,"JCM 14794, ATCC BAA-1549, CCUG 55129",1,Rhodobacter maris,GCA_900217815,optimum,30
13824,JA194,"DSM 18937, JCM 14598, KCTC 5602, UCCCB23",1,Rhodobacter megalophilus,GCA_900188265,optimum,30
134337,JA234,"JCM 14779, CCUG 55049",1,Cereibacter ovatus,GCA_900207575,optimum,30
168411,"JA983, Rhodobacter sp. JA983","NBRC 113843, KCTC 15782",1,Rhodobacter sediminicola,GCA_007668225,optimum,30.00
133800,JA737,"KCTC 15167, MTCC 11105, NBRC 108864",1,Rhodobacter viridis,GCA_003217355,optimum,30
166318,TJ48,"CCTCC AB 2019120, KCTC 72510",1,Rhodobacter xinxiangensis,GCA_004959935,optimum,28
13872,JA173,"DSM 17935, ATCC BAA-1215, JCM 13532, ATCC BAA-1275, CIP 109649",1,Rhodobium gokarnense,GCA_025961475,optimum,30
1801,RS,"DSM 16996, VKM B-2361",1,Rhodoblastus sphagnicola,GCA_002937075,optimum,27.50
11035,10BC-312,"DSM 44752, NCIMB 13964, JCM 14343, CIP 108427",1,Rhodococcus aetherivorans,GCA_009176285,optimum,28
10836,"N 744, A-0200, N744, 687","DSM 43347, ATCC 29080, CUB 687, IMET 7375, JCM 3200, NCIB 11211, NCTC 10994, BCRC 13383, CBS 313.75, CCM 2723, CCUG 23572, CECT 5751, CGMCC 4.1813, CIP 104178, IFM 0143, IFM 0164, KCTC 9804, LMG 5357, NBRC 100603, NCIMB 11211, NRRL B-16537, PCM 2174, VKM Ac-571",1,Rhodococcus coprophilus,GCA_001895045,optimum,28
10866,"A-0201, N11","DSM 43066, ATCC 25544, ATCC 4277, CBS 266.39, CCM 277, CIP 104179, DSM 763, IFO 15567, JCM 3201, NBRC 15567, NCIB 11148, NCIB 9158, NRRL B-16025, BCRC 10909, CCT 1878, CCUG 23603, CECT 3013, CGMCC 1.2362, CGMCC 4.1814, CIP 104662, DSM 743, HAMBI 1953, IAM 12122, IFM 0165, IMET 7462, IMSNU 20115, JCM 20419, KCTC 1062, LMG 5359, NBIMCC 1360, NCIMB 11148, NCIMB 9158, NCTC 13021, NRRL B-1532, PCM 2150, VKM Ac-1337, VKM Ac-858",1,Rhodococcus erythropolis,GCA_001552595,optimum,28
10991,"544, R 58, R58","DSM 43954, ATCC 25714, IFO 14531, IMET 7543, JCM 7472, NBRC 14531, BCRC 13727, CCM 8449, CGMCC 4.1819, CIP 104174, IAM 15168, IAM 15237, KCTC 9810, NCIMB 12315, NRRL B-16938, PCM 2301",1,Rhodococcus globerulus,GCA_001894805,optimum,30
11033,W4937,"DSM 44689, NCTC 13296, JCM 12658, CIP 108424",1,Rhodococcus gordoniae,GCA_001646655,optimum,28
10842,,"DSM 20295, ATCC 7005, CCUG 20991, CIP 81.17, JCM 1319, NBRC 103062, NCTC 10673, BCRC 12158, CGMCC 1.1887, IAM 12428",1,Rhodococcus hoagii,GCA_001646645,optimum,28
11044,RKJ 300,"DSM 45091, CIP 109333, JCM 13270, MTCC 7085, NCIMB 14316",1,Rhodococcus opacus,GCA_000260815,optimum,30
11027,"DNP 505, DNP505","DSM 44498, JCM 10743, KCTC 0569BP, CGMCC 4.1724, CGMCC 4.1822, CIP 106721, NBRC 100607, NCIMB 13709",1,Rhodococcus koreensis,GCA_001313625,optimum,28
11041,K07-23,"DSM 44908, JCM 13011, MTCC 6634, CIP 109246, NBRC 103113, NCIMB 14317",1,Rhodococcus kroppenstedtii,GCA_001646725,optimum,28
11045,DS472,"DSM 45159, CCTCC AB 206088, CIP 109729, IAM 15415, JCM 23211",1,Rhodococcus kyotonensis,GCA_900188125,optimum,28.5
11026,"LMAU.R292, HAMBI, MBS 1","DSM 44240, CIP 104964, HAMBI 1752, LMAU R292, JCM 10087",1,Rhodococcus opacus,GCA_014138705,optimum,28
11029,,"DSM 44555, KCCM 80005, KCTC 0647BP, PDB 9, JCM 10940, BCRC 16332, CGMCC 4.1825, CIP 107477, NBRC 100608",1,Rhodococcus pyridinivorans,GCA_001313645,optimum,28
11046,djl-6,"DSM 45222, CGMCC 1.6580, KCTC 19205, JCM 15477, CCM 8451",1,Rhodococcus erythropolis,GCA_001313445,optimum,30
10893,"B/O, N 445, A-0203, N445","DSM 43336, ATCC 35071, KCC A-0203, NCIB 11279, JCM 3203, BCRC 13390, CCUG 23604, CECT 5750, CGMCC 4.1816, CIP 104181, IFM 0149, IMSNU 21249, KCTC 9805, LMG 5363, NBRC 100604, NCIMB 11279, NRRL B-16535, PCM 2157, RIA 1613, VKM Ac-1187",1,Rhodococcus rhodnii,GCA_000720375,optimum,28
10908,"372, KMRh","DSM 43241, ATCC 13808, CIP 104376, IMET 7374, KCC A-0202, NCIB 11147, NCTC 10210, CCUG 47165, NRRL B-16536, JCM 3202, BCRC 16333, CECT 5749, CGMCC 1.2348, CGMCC 4.1815, HAMBI 1959, IAM 15167, IFM 0163, IFO 16069, KCTC 9086, LMG 5365, MTCC 265, NBRC 16069, NCIMB 11147, NRRL B-2149, VKM Ac-1227, VKM Ac-1338",1,Rhodococcus rhodochrous,GCA_001047055,optimum,30
10927,"M-1, N361, A-0205","CCUG 51069, DSM 43338, IFO 15591, KCC A-0205, NBRC 15591, JCM 3205, BCRC 13379, CGMCC 4.1821, CIP 104180, IFM 0148, KCTC 9806, LMG 5366, VKM Ac-1021",1,Rhodococcus ruber,GCA_001646835,optimum,28
158522,C9-28,"DSM 107559, KACC 19823",1,Rhodococcus subtropicus,GCA_005434945,optimum,30
11039,,"DSM 44892, CCUG 50202, IMMIB RIV-085, JCM 13396, NBRC 103116",1,Rhodococcus triatomae,GCA_001894965,optimum,28
11037,Mb8,"DSM 44783, JCM 11308, NCIMB 13903, CIP 108134, NBRC 100609",1,Rhodococcus tukisamuensis,GCA_001894985,optimum,28
